Timestamp,EventType,BlueBallsLeft,PurpleBallsLeft,BlueLives,PurpleLives,Corner
15:55:14.531,Init,0,3,3,0
15:55:14.531,ResetScene,0,0,3,3,0
15:55:15.773,S,0,0,3,3,0
15:55:16.204,PurplePickedUpBall,0,1,3,3,0
15:55:16.511,PurplePickedUpBall,0,2,3,3,0
15:55:16.879,BluePickedUpBall,1,2,3,3,0
15:55:17.524,PurpleThrewBall,1,1,3,3,0
15:55:18.748,PurplePickedUpBall,1,2,3,3,0
15:55:18.948,PurpleThrewBall,1,1,3,3,0
15:55:19.153,BluePickedUpBall,2,1,3,3,0
15:55:19.264,PurplePickedUpBall,2,2,3,3,0
15:55:19.696,PurpleThrewBall,2,1,3,3,0
15:55:19.897,BluePickedUpBall,3,1,3,3,0
15:55:20.745,PurplePickedUpBall,3,2,3,3,0
15:55:21.122,PurpleThrewBall,3,1,3,3,0
15:55:21.148,HitBlue,3,1,2,3,0
15:55:24.158,PurplePickedUpBall,3,2,2,3,0
15:55:25.067,BluePickedUpBall,4,2,2,3,0
15:55:28.158,PurpleThrewBall,4,1,2,3,0
15:55:29.745,PurplePickedUpBall,4,2,2,3,0
15:55:34.309,PurpleThrewBall,4,1,2,3,0
15:55:38.288,PurpleThrewBall,4,0,2,3,0
15:55:41.460,PurplePickedUpBall,4,1,2,3,0
15:55:41.789,PurpleThrewBall,4,0,2,3,0
15:55:41.943,HitBlue,4,0,1,3,0
15:55:43.291,PurplePickedUpBall,4,1,1,3,0
15:55:43.778,PurplePickedUpBall,4,2,1,3,0
15:55:44.184,PurpleThrewBall,4,1,1,3,0
15:55:45.046,PurpleThrewBall,4,0,1,3,0
15:55:46.976,PurplePickedUpBall,4,1,1,3,0
15:55:50.276,PurplePickedUpBall,4,2,1,3,0
15:55:53.136,PurplePickedUpBall,4,3,1,3,0
15:55:55.126,PurpleThrewBall,4,2,1,3,0
15:55:55.223,HitBlue,4,2,0,3,0
15:55:55.229,GameEnd,0,2,0,3,0
15:55:56.184,PurpleThrewBall,0,1,0,3,0
15:55:56.715,PurplePickedUpBall,0,2,0,3,0
15:55:57.238,WinScreenStart,0,2,0,3,0
15:55:57.267,PurpleThrewBall,0,1,0,3,0
15:55:57.419,PurplePickedUpBall,0,2,0,3,0
15:55:57.936,PurpleThrewBall,0,1,0,3,0
15:55:58.239,ResetScene,0,0,3,3,0
15:56:02.907,PurplePickedUpBall,0,1,3,3,0
15:56:03.285,PurpleThrewBall,0,0,3,3,0
15:56:04.524,PurplePickedUpBall,0,1,3,3,0
15:56:04.931,PurplePickedUpBall,0,2,3,3,0
15:56:05.351,PurpleThrewBall,0,1,3,3,0
15:56:05.564,BluePickedUpBall,1,1,3,3,0
15:56:05.631,PurpleThrewBall,1,0,3,3,0
15:56:05.794,BluePickedUpBall,2,0,3,3,0
15:56:06.311,BluePickedUpBall,3,0,3,3,0
15:56:06.489,PurplePickedUpBall,3,1,3,3,0
15:56:06.648,PurplePickedUpBall,3,2,3,3,0
15:56:07.060,PurpleThrewBall,3,1,3,3,0
15:56:07.094,HitBlue,3,1,2,3,0
15:56:07.095,BluePickedUpBall,4,1,2,3,0
15:56:07.440,BlueThrewBall,3,1,2,3,0
15:56:08.546,BluePickedUpBall,4,1,2,3,0
15:56:12.046,PurpleThrewBall,4,0,2,3,0
15:56:14.129,PurplePickedUpBall,4,1,2,3,1
15:56:17.216,PurpleThrewBall,4,0,2,3,0
15:56:21.678,PurplePickedUpBall,4,1,2,3,0
15:56:21.827,PurplePickedUpBall,4,2,2,3,0
15:56:23.387,PurpleThrewBall,4,1,2,3,0
15:56:24.168,PurpleThrewBall,4,0,2,3,0
15:56:25.815,PurplePickedUpBall,4,1,2,3,0
15:56:26.028,PurpleThrewBall,4,0,2,3,0
15:56:27.988,PurplePickedUpBall,4,1,2,3,0
15:56:32.498,PurpleThrewBall,4,0,2,3,0
15:56:37.688,PurplePickedUpBall,4,1,2,3,0
15:56:38.825,PurplePickedUpBall,4,2,2,3,0
15:56:38.881,PurpleThrewBall,4,1,2,3,0
15:56:39.039,HitBlue,4,1,1,3,0
15:56:39.302,PurpleThrewBall,4,0,1,3,0
15:56:39.704,BlueThrewBall,3,0,1,3,0
15:56:43.565,PurplePickedUpBall,3,1,1,3,1
15:56:44.986,PurpleThrewBall,3,0,1,3,0
15:56:45.511,PurplePickedUpBall,3,1,1,3,0
15:56:52.582,PurplePickedUpBall,3,2,1,3,0
15:56:54.834,PurpleThrewBall,3,1,1,3,0
15:56:55.018,HitBlue,3,1,0,3,0
15:56:55.021,GameEnd,0,1,0,3,0
