<<<<<<< HEAD
<<<<<<< HEAD
<<<<<<< HEAD
<<<<<<< HEAD
=======
>>>>>>> Some changes
=======
>>>>>>> 07a7c190a0f9c82b24406143bbe9ce2258f75b58
User,Win ratio RL_1 (agent),Win ratio RL_2 (agent),Win ratio FSM_1 (agent),Win ratio FSM_2 (agent),Hit ratio RL_1 (agent),Hit ratio RL_2 (agent),Hit ratio FSM_1 (agent),Hit ratio FSM_2 (agent),Precision RL_1 (agent),Precision RL_2 (agent),Precision FSM_1 (agent),Precision FSM_2 (agent),Pick-up time RL_1 (agent),Pick-up time RL_2 (agent),Pick-up time FSM_1 (agent),Pick-up time FSM_2 (agent),Throw time RL_1 (agent),Throw time RL_2 (agent),Throw time FSM_1 (agent),Throw time FSM_2 (agent),Ball hold RL_1 (agent),Ball hold RL_2 (agent),Ball hold FSM_1 (agent),Ball hold FSM_2 (agent),Throw distance RL_1 (agent),Throw distance RL_2 (agent),Throw distance FSM_1 (agent),Throw distance FSM_2 (agent),Throw angle RL_1 (agent),Throw angle RL_2 (agent),Throw angle FSM_1 (agent),Throw angle FSM_2 (agent),Rotation change RL_1 (agent),Rotation change RL_2 (agent),Rotation change FSM_1 (agent),Rotation change FSM_2 (agent),Opponent observation RL_1 (agent),Opponent observation RL_2 (agent),Opponent observation FSM_1 (agent),Opponent observation FSM_2 (agent),Retreat RL_1 (agent),Retreat RL_2 (agent),Retreat FSM_1 (agent),Retreat FSM_2 (agent),Approach RL_1 (agent),Approach RL_2 (agent),Approach FSM_1 (agent),Approach FSM_2 (agent),Aggressive movements RL_1 (agent),Aggressive movements RL_2 (agent),Aggressive movements FSM_1 (agent),Aggressive movements FSM_2 (agent),Defensive movements RL_1 (agent),Defensive movements RL_2 (agent),Defensive movements FSM_1 (agent),Defensive movements FSM_2 (agent),Hiding RL_1 (agent),Hiding RL_2 (agent),Hiding FSM_1 (agent),Hiding FSM_2 (agent),Court half favor RL_1 (agent),Court half favor RL_2 (agent),Court half favor FSM_1 (agent),Court half favor FSM_2 (agent),Middle court favor RL_1 (agent),Middle court favor RL_2 (agent),Middle court favor FSM_1 (agent),Middle court favor FSM_2 (agent),Agent distance RL_1,Agent distance RL_2,Agent distance FSM_1,Agent distance FSM_2,Game duration RL_1,Game duration RL_2,Game duration FSM_1,Game duration FSM_2
1,100.0,91.667,50.0,33.333,78.261,73.913,48.0,38.462,12.245,27.419,37.5,25.0,1.936,2.093,8.411,14.671,2.499,2.09,2.434,1.699,1.228,0.877,0.283,0.112,21.522,12.753,15.066,16.352,69.132,44.038,4.389,5.738,72.876,65.849,70.819,52.492,13.033,20.922,9.351,13.544,44.661,35.414,50.035,40.254,55.305,64.103,49.929,59.711,51.261,63.144,68.71,70.825,25.42,21.274,5.484,4.228,7.335,11.52,9.492,11.722,45.821,56.67,49.647,50.636,45.445,59.42,30.593,55.689,22.518,17.226,18.382,15.454,36.97,23.293,54.188,66.092
