,elapsed_time,EventType,BlueBallsLeft,PurpleBallsLeft,BlueLives,PurpleLives,Corner
2,0.0,S,0,0,3,3,0.0
3,2.659,BluePickedUpBall,1,0,3,3,0.0
4,3.106,BluePickedUpBall,2,0,3,3,0.0
5,4.809,BluePickedUpBall,3,0,3,3,0.0
6,5.684,BluePickedUpBall,4,0,3,3,0.0
7,6.063,BlueThrewBall,3,0,3,3,0.0
8,6.168,HitPurple,3,0,3,2,0.0
9,7.605,BlueThrewBall,2,0,3,2,0.0
10,7.66,HitPurple,2,0,3,1,0.0
11,9.963,BlueThrewBall,1,0,3,1,0.0
12,9.979,HitPurple,1,0,3,0,0.0
13,9.989,GameEnd,1,0,3,0,0.0
14,11.984,WinScreenStart,1,0,3,0,0.0
15,12.99,ResetScene,0,0,3,3,0.0
16,18.656,BluePickedUpBall,1,0,3,3,0.0
17,18.8,PurplePickedUpBall,1,1,3,3,0.0
18,18.941,PurpleThrewBall,1,0,3,3,0.0
19,19.162,BluePickedUpBall,2,0,3,3,0.0
20,20.71,BluePickedUpBall,3,0,3,3,0.0
21,21.034,BluePickedUpBall,4,0,3,3,0.0
22,21.639,BlueThrewBall,3,0,3,3,0.0
23,22.894,BlueThrewBall,2,0,3,3,0.0
24,23.611,BlueThrewBall,1,0,3,3,0.0
25,25.225,BlueThrewBall,0,0,3,3,0.0
26,25.349,HitPurple,0,0,3,2,0.0
27,27.756,BluePickedUpBall,1,0,3,2,0.0
28,28.731,BluePickedUpBall,2,0,3,2,0.0
29,30.889,BlueThrewBall,1,0,3,2,0.0
30,31.049,HitPurple,1,0,3,1,0.0
31,33.013,BlueThrewBall,0,0,3,1,0.0
32,33.052,HitPurple,0,0,3,0,0.0
33,33.054,GameEnd,0,0,3,0,0.0
34,35.053,WinScreenStart,0,0,3,0,0.0
35,36.055,ResetScene,0,0,3,3,0.0
36,40.964,BluePickedUpBall,1,0,3,3,0.0
37,41.977,BluePickedUpBall,2,0,3,3,0.0
38,42.5,BluePickedUpBall,3,0,3,3,4.0
39,45.254,BluePickedUpBall,4,0,3,3,0.0
40,49.278,BlueThrewBall,3,0,3,3,0.0
41,49.319,HitPurple,3,0,3,2,0.0
42,51.219,BlueThrewBall,2,0,3,2,0.0
43,52.236,BlueThrewBall,1,0,3,2,0.0
44,52.25,HitPurple,1,0,3,1,0.0
45,53.586,BlueThrewBall,0,0,3,1,0.0
46,53.587,HitPurple,0,0,3,0,0.0
47,53.589,GameEnd,0,0,3,0,0.0
48,55.589,WinScreenStart,0,0,3,0,0.0
49,56.589,ResetScene,0,0,3,3,0.0
50,61.772,BluePickedUpBall,1,0,3,3,0.0
51,62.332,BluePickedUpBall,2,0,3,3,4.0
52,62.466,BluePickedUpBall,3,0,3,3,4.0
53,64.282,BluePickedUpBall,4,0,3,3,0.0
54,68.707,BlueThrewBall,3,0,3,3,0.0
55,68.733,PurplePickedUpBall,3,1,3,3,0.0
56,68.734,HitPurple,3,1,3,2,0.0
57,69.544,PurplePickedUpBall,3,2,3,2,0.0
58,69.839,BlueThrewBall,2,2,3,2,0.0
59,70.32,BluePickedUpBall,3,2,3,2,0.0
60,70.622,PurpleThrewBall,3,1,3,2,0.0
61,70.702,HitBlue,3,1,2,2,0.0
62,71.447,BlueThrewBall,2,1,2,2,0.0
63,71.581,PurpleThrewBall,2,0,2,2,0.0
64,71.603,HitBlue,2,0,1,2,0.0
65,72.534,PurplePickedUpBall,2,1,1,2,0.0
