User,Win ratio FSM (user),Win ratio RL (user),Hit ratio FSM (user),Hit ratio RL (user),Precision FSM (user),Precision RL (user),Pick-up time FSM (user),Pick-up time RL (user),Throw time FSM (user),Throw time RL (user),Ball hold FSM (user),Ball hold RL (user),Throw distance FSM (user),Throw distance RL (user),Throw angle FSM (user),Throw angle RL (user),Rotation change FSM (user),Rotation change RL (user),Opponent observation FSM (user),Opponent observation RL (user),Approach FSM (user),Approach RL (user),Retreat FSM (user),Retreat RL (user),Aggressive movements FSM (user),Aggressive movements RL (user),Defensive movements FSM (user),Defensive movements RL (user),Hiding FSM (user),Hiding RL (user),Court half favor FSM (user),Court half favor RL (user),Middle court favor FSM (user),Middle court favor RL (user),Agent distance FSM,Agent distance RL,Game duration FSM,Game duration RL,Number of games FSM,Number of games RL
31,6.25,25.0,16.667,25.424,16.393,25.862,5.793,4.651,4.524,4.866,0.575,0.658,11.045,11.423,49.93,59.341,22.244,23.424,12.088,11.176,42.467,48.971,39.631,31.345,48.122,61.672,30.986,23.186,4.697,5.609,67.051,68.992,38.178,38.55,15.591,17.449,27.482,20.324,16,16
31.5,0.0,37.5,15.094,43.939,15.385,33.721,4.731,4.224,5.443,5.429,0.665,0.87,10.825,11.498,63.484,64.755,28.038,24.667,9.562,13.026,37.182,45.705,36.43,35.747,46.19,42.083,26.439,23.958,8.706,3.243,72.484,41.515,28.601,44.723,15.976,16.528,21.316,28.027,16,16
