User,Win ratio FSM (user),Win ratio RL (user),Hit ratio FSM (user),Hit ratio RL (user),Precision FSM (user),Precision RL (user),Pick-up time FSM (user),Pick-up time RL (user),Throw time FSM (user),Throw time RL (user),Ball hold FSM (user),Ball hold RL (user),Throw distance FSM (user),Throw distance RL (user),Throw angle FSM (user),Throw angle RL (user),Rotation change FSM (user),Rotation change RL (user),Opponent observation FSM (user),Opponent observation RL (user),Approach FSM (user),Approach RL (user),Retreat FSM (user),Retreat RL (user),Aggressive movements FSM (user),Aggressive movements RL (user),Defensive movements FSM (user),Defensive movements RL (user),Hiding FSM (user),Hiding RL (user),Court half favor FSM (user),Court half favor RL (user),Middle court favor FSM (user),Middle court favor RL (user),Agent distance FSM,Agent distance RL,Game duration FSM,Game duration RL,Number of games FSM,Number of games RL,Result FSM,Result RL
25,0.0,0.0,0.0,40.0,0.0,28.571,7.864,4.964,2.051,4.821,0.339,1.043,8.646,12.847,122.778,75.297,28.881,23.195,7.22,4.158,12.996,45.514,79.061,41.575,16.129,4.0,38.71,0.0,1.805,6.346,50.181,61.926,22.744,31.291,15.236,20.42,15.729,34.749,0,0,0-1,0-1
25.03448275862069,0.0,0.0,25.0,0.0,20.0,0.0,13.048,3.882,2.037,10.694,0.21,2.412,9.131,14.895,118.127,58.958,48.36,24.324,3.888,0.3,47.995,39.64,51.883,34.535,12.195,0.0,26.829,0.0,7.047,8.108,24.301,61.261,39.247,21.922,18.625,17.689,76.282,21.295,1,1,0-1,0-1
25.06896551724138,0.0,0.0,0.0,25.0,0.0,25.0,10.531,3.993,2.045,3.966,0.245,0.92,11.154,14.682,126.58,32.15,12.571,38.188,0.0,4.207,78.286,28.479,16.0,21.683,-100,0.0,-100,6.25,4.0,4.531,100.0,2.589,59.429,26.861,19.585,22.982,8.525,17.968,1,1,0-1,0-1
25.10344827586207,0.0,100.0,0.0,75.0,0.0,27.273,17.33,3.74,2.671,4.751,0.183,1.152,11.513,8.827,27.405,87.58,43.98,37.833,2.703,5.513,60.197,73.004,39.312,26.806,18.75,28.205,25.0,28.205,3.686,8.745,67.076,45.627,46.683,39.163,12.834,13.092,32.654,46.62,1,1,0-1,1-0
25.13793103448276,0.0,100.0,0.0,60.0,0.0,50.0,8.13,3.125,4.053,4.674,0.55,1.679,10.442,5.532,102.965,94.555,33.092,21.181,1.932,9.375,62.802,39.931,30.676,59.722,0.0,86.207,22.222,6.897,4.589,8.681,96.618,72.569,46.618,32.986,18.076,16.957,30.522,16.75,1,1,0-1,1-0
25.172413793103452,0.0,0.0,0.0,25.0,0.0,33.333,22.277,2.936,0.014,3.589,0.002,1.046,7.727,6.772,77.005,112.582,23.322,27.755,3.18,2.449,33.922,44.49,28.269,26.939,0.0,37.5,0.0,0.0,6.714,38.776,85.866,61.224,10.601,71.837,19.491,13.914,20.276,18.551,1,1,0-1,0-1
25.206896551724142,0.0,0.0,25.0,40.0,14.286,50.0,8.249,4.474,1.837,3.564,0.271,0.907,8.565,6.435,82.938,61.923,40.895,22.145,2.469,5.19,44.29,36.678,52.932,14.187,25.0,56.25,10.0,0.0,4.938,1.384,76.389,11.073,32.099,18.685,13.87,17.116,55.74,15.898,1,1,0-1,0-1
25.241379310344833,0.0,100.0,25.0,100.0,50.0,30.0,17.34,3.802,4.7,7.646,0.326,2.123,5.446,7.777,166.094,117.524,42.274,32.653,3.499,1.02,44.023,43.469,55.685,55.918,41.176,20.0,17.647,10.0,7.872,9.592,78.426,21.224,40.816,27.551,15.753,11.762,29.4,36.023,1,1,0-1,1-0
25.275862068965523,0.0,0.0,0.0,0.0,0.0,0.0,8.436,4.8,2.435,5.444,0.343,0.751,16.919,15.835,54.416,139.065,30.357,20.69,0.446,4.598,58.259,30.46,29.911,25.862,0.0,0.0,0.0,7.143,9.152,0.0,28.571,0.575,18.304,24.138,16.459,14.174,31.742,12.408,1,1,0-1,0-1
25.310344827586214,0.0,0.0,0.0,40.0,0.0,20.0,7.354,3.774,5.727,7.249,0.781,1.953,13.331,9.544,55.703,83.277,21.925,26.004,1.872,3.633,30.749,45.698,39.305,32.314,0.0,46.429,0.0,3.571,8.289,9.178,19.251,54.685,28.877,32.122,17.577,14.397,27.419,43.278,1,1,0-1,0-1
