User,Win ratio FSM (user),Win ratio RL (user),Hit ratio FSM (user),Hit ratio RL (user),Precision FSM (user),Precision RL (user),Pick-up time FSM (user),Pick-up time RL (user),Throw time FSM (user),Throw time RL (user),Ball hold FSM (user),Ball hold RL (user),Throw distance FSM (user),Throw distance RL (user),Throw angle FSM (user),Throw angle RL (user),Rotation change FSM (user),Rotation change RL (user),Opponent observation FSM (user),Opponent observation RL (user),Approach FSM (user),Approach RL (user),Retreat FSM (user),Retreat RL (user),Aggressive movements FSM (user),Aggressive movements RL (user),Defensive movements FSM (user),Defensive movements RL (user),Hiding FSM (user),Hiding RL (user),Court half favor FSM (user),Court half favor RL (user),Middle court favor FSM (user),Middle court favor RL (user),Agent distance FSM,Agent distance RL,Game duration FSM,Game duration RL,Number of games FSM,Number of games RL
18,18.182,27.273,28.571,32.5,19.048,17.333,5.557,5.243,5.721,5.369,0.786,0.728,10.447,13.755,72.371,64.874,31.911,25.859,12.957,13.879,40.292,38.39,43.291,46.44,47.58,38.549,19.835,35.147,4.46,4.063,57.651,70.078,49.308,45.643,16.136,17.327,38.942,37.534,11,11
19,7.692,23.077,13.636,34.0,9.524,20.482,5.746,4.155,2.424,4.091,0.286,0.69,11.653,15.012,57.98,61.382,29.185,26.119,9.555,7.488,40.609,38.182,38.162,43.891,45.588,31.743,25.0,27.339,7.494,5.279,62.628,58.26,37.43,40.978,15.681,18.697,27.571,32.211,13,13
20,11.765,55.556,24.615,47.619,16.0,18.519,5.39,5.327,6.847,9.186,0.919,1.269,13.552,13.455,40.783,59.737,17.812,19.472,15.992,10.072,37.975,40.005,49.264,55.101,34.411,30.026,49.159,50.642,6.82,5.732,61.245,64.878,34.237,40.453,19.914,23.223,38.379,78.698,17,9
