User,Win ratio fsm-rl 7.0 throw chance (agent),Win ratio fsm-rl 7.0 throw chance (user),Hit ratio fsm-rl 7.0 throw chance (agent),Hit ratio fsm-rl 7.0 throw chance (user),Precision fsm-rl 7.0 throw chance (agent),Precision fsm-rl 7.0 throw chance (user),Pick-up time fsm-rl 7.0 throw chance (agent),Pick-up time fsm-rl 7.0 throw chance (user),Throw time fsm-rl 7.0 throw chance (agent),Throw time fsm-rl 7.0 throw chance (user),Ball hold fsm-rl 7.0 throw chance (agent),Ball hold fsm-rl 7.0 throw chance (user),Throw distance fsm-rl 7.0 throw chance (agent),Throw distance fsm-rl 7.0 throw chance (user),Throw angle fsm-rl 7.0 throw chance (agent),Throw angle fsm-rl 7.0 throw chance (user),Rotation change fsm-rl 7.0 throw chance (agent),Rotation change fsm-rl 7.0 throw chance (user),Opponent observation fsm-rl 7.0 throw chance (agent),Opponent observation fsm-rl 7.0 throw chance (user),Retreat fsm-rl 7.0 throw chance (agent),Retreat fsm-rl 7.0 throw chance (user),Approach fsm-rl 7.0 throw chance (agent),Approach fsm-rl 7.0 throw chance (user),Aggressive movements fsm-rl 7.0 throw chance (agent),Aggressive movements fsm-rl 7.0 throw chance (user),Defensive movements fsm-rl 7.0 throw chance (agent),Defensive movements fsm-rl 7.0 throw chance (user),Hiding fsm-rl 7.0 throw chance (agent),Hiding fsm-rl 7.0 throw chance (user),Court half favor fsm-rl 7.0 throw chance (agent),Court half favor fsm-rl 7.0 throw chance (user),Middle court favor fsm-rl 7.0 throw chance (agent),Middle court favor fsm-rl 7.0 throw chance (user),Agent distance fsm-rl 7.0 throw chance,Game duration fsm-rl 7.0 throw chance
1,43.636,56.364,47.234,52.766,27.612,56.109,2.343,2.994,1.179,5.731,0.435,1.59,11.556,10.534,42.559,71.737,60.862,43.323,20.716,9.582,45.235,40.074,53.562,56.431,49.625,57.792,34.662,9.497,8.42,7.68,58.692,50.478,45.461,76.797,16.037,18.802
