User,Win ratio FSM (user),Win ratio RL (user),Hit ratio FSM (user),Hit ratio RL (user),Precision FSM (user),Precision RL (user),Pick-up time FSM (user),Pick-up time RL (user),Throw time FSM (user),Throw time RL (user),Ball hold FSM (user),Ball hold RL (user),Throw distance FSM (user),Throw distance RL (user),Throw angle FSM (user),Throw angle RL (user),Rotation change FSM (user),Rotation change RL (user),Opponent observation FSM (user),Opponent observation RL (user),Approach FSM (user),Approach RL (user),Retreat FSM (user),Retreat RL (user),Aggressive movements FSM (user),Aggressive movements RL (user),Defensive movements FSM (user),Defensive movements RL (user),Hiding FSM (user),Hiding RL (user),Court half favor FSM (user),Court half favor RL (user),Middle court favor FSM (user),Middle court favor RL (user),Agent distance FSM,Agent distance RL,Game duration FSM,Game duration RL,Number of games FSM,Number of games RL,Result FSM,Result RL
21,0.0,100.0,40.0,60.0,28.571,60.0,6.946,2.775,8.446,5.257,1.341,2.228,5.991,7.041,105.818,86.519,32.305,31.716,3.409,3.731,57.305,87.313,41.071,12.313,46.154,57.143,0.0,0.0,14.123,0.373,36.688,18.284,44.968,97.761,15.061,14.385,48.622,13.875,0,0,0-1,1-0
21.03448275862069,0.0,0.0,25.0,25.0,100.0,20.0,16.802,5.444,4.344,5.216,0.306,1.621,4.166,5.41,150.275,122.1,20.93,30.341,6.202,7.74,24.031,58.824,28.682,12.693,68.421,43.75,10.526,0.0,4.264,1.858,32.171,42.105,33.721,30.96,22.264,14.559,14.806,25.215,1,1,0-1,0-1
21.06896551724138,0.0,0.0,0.0,40.0,0.0,66.667,8.3,5.053,2.182,3.936,0.28,0.981,9.475,8.282,82.009,149.187,25.885,18.408,6.858,5.473,54.646,36.318,29.204,18.408,71.795,66.667,0.0,8.333,3.54,0.0,67.699,38.806,70.354,24.378,14.466,16.659,31.202,13.158,1,1,0-1,0-1
21.10344827586207,0.0,100.0,0.0,60.0,0.0,42.857,5.688,8.248,1.229,14.371,0.197,1.806,6.594,14.78,46.597,70.401,21.839,29.385,7.471,7.346,85.632,61.169,13.793,38.681,0.0,61.667,0.0,3.333,4.023,5.697,100.0,42.129,25.862,33.733,21.567,16.675,9.374,55.732,1,1,0-1,1-0
21.13793103448276,0.0,0.0,40.0,0.0,28.571,0.0,8.061,5.752,4.933,7.508,0.606,1.329,11.393,6.603,44.679,106.505,23.688,14.449,8.511,3.042,44.681,27.376,40.0,28.137,51.471,36.364,20.588,18.182,7.518,7.985,60.426,100.0,30.78,23.954,15.898,20.14,62.49,15.257,1,1,0-1,0-1
21.172413793103452,0.0,0.0,0.0,25.0,0.0,25.0,5.412,4.008,0.533,5.089,0.122,1.628,10.265,7.597,25.765,59.413,6.962,6.429,29.747,3.571,31.646,29.643,66.456,10.714,42.857,66.667,8.929,0.0,0.0,0.0,100.0,77.857,52.532,24.286,14.355,18.732,8.826,14.028,1,1,0-1,0-1
21.206896551724142,0.0,0.0,0.0,0.0,-100,0.0,8.256,3.834,-1,1.367,0.717,1.271,-1,5.304,-1,79.225,35.608,30.045,4.451,61.883,24.629,18.834,38.576,32.287,28.571,9.155,28.571,3.521,2.967,0.0,71.81,21.973,33.234,23.318,17.032,13.108,22.759,13.34,1,1,0-1,0-1
21.241379310344833,0.0,0.0,25.0,0.0,100.0,-100,12.3,6.188,2.407,-1,0.261,1.542,3.413,-1,136.126,-1,16.94,28.52,0.546,3.61,31.148,44.043,14.208,49.097,-100,0.0,-100,14.286,4.918,3.61,100.0,19.134,7.65,20.217,18.022,17.106,10.303,22.759,1,1,0-1,0-1
21.275862068965523,0.0,0.0,25.0,0.0,50.0,0.0,7.034,6.386,1.133,4.309,0.229,0.803,12.273,9.611,113.822,37.799,9.163,11.345,2.789,8.403,17.131,21.008,19.522,13.025,0.0,0.0,0.0,0.0,0.0,1.681,100.0,100.0,14.741,93.697,21.326,10.601,12.07,10.779,1,1,0-1,0-1
21.310344827586214,0.0,0.0,0.0,0.0,0.0,0.0,6.116,11.64,6.147,2.699,1.378,0.267,5.648,8.552,72.288,34.697,53.947,18.919,2.961,6.006,68.421,34.234,29.605,21.922,23.077,59.375,15.385,0.0,2.303,9.91,62.829,18.318,31.908,81.081,13.094,11.738,22.465,21.283,1,1,0-1,0-1
21.344827586206904,0.0,0.0,40.0,25.0,40.0,100.0,6.252,13.645,2.594,3.85,0.399,0.374,10.971,2.179,55.324,144.669,32.36,17.593,6.067,6.019,53.258,39.352,44.045,26.389,45.946,0.0,18.919,0.0,3.371,1.389,31.685,3.241,33.708,16.204,15.552,14.521,35.509,11.649,1,1,0-1,0-1
21.379310344827594,0.0,0.0,0.0,0.0,0.0,0.0,4.102,3.6,0.478,4.152,0.476,0.962,13.906,10.41,4.57,17.659,21.649,38.696,11.856,2.609,28.351,44.348,42.784,53.913,76.0,11.111,8.0,0.0,5.67,0.0,51.031,30.435,23.711,24.783,13.104,17.635,14.406,16.006,1,1,0-1,0-1
21.413793103448285,0.0,100.0,25.0,60.0,16.667,42.857,5.698,5.05,10.128,4.585,2.004,0.932,9.084,7.981,24.597,101.533,21.705,28.571,13.178,6.295,51.357,56.659,31.395,43.099,60.92,53.333,16.092,10.0,6.202,8.232,66.667,66.828,67.248,53.511,15.075,14.515,43.591,33.35,1,1,0-1,1-0
21.448275862068975,0.0,0.0,0.0,0.0,0.0,0.0,4.063,3.871,0.516,1.903,0.26,0.575,12.408,10.497,22.346,62.713,4.31,14.159,8.621,6.637,14.224,42.92,56.466,37.611,0.0,58.824,0.0,17.647,0.0,0.0,82.759,4.425,19.397,24.336,14.668,14.846,10.191,9.619,1,1,0-1,0-1
21.482758620689665,100.0,0.0,60.0,25.0,42.857,100.0,5.143,14.406,8.514,3.36,1.757,0.367,8.529,9.163,56.111,150.374,30.0,39.316,6.977,2.564,48.14,22.222,49.535,17.521,47.5,50.0,10.0,33.333,3.256,0.0,66.977,26.923,45.116,14.957,13.007,14.611,34.003,12.404,1,1,1-0,0-1
21.517241379310356,0.0,100.0,0.0,75.0,-100,100.0,12.158,3.274,-1,3.854,0.405,1.252,-1,7.531,-1,111.005,13.122,34.507,7.692,3.873,69.231,85.211,16.29,14.437,58.824,0.0,23.529,0.0,35.747,2.465,76.923,20.07,7.692,24.648,14.474,12.572,10.157,14.366,1,1,0-1,1-0
21.551724137931046,0.0,0.0,0.0,0.0,0.0,-100,6.5,6.875,8.798,-1,1.18,0.638,9.24,-1,93.152,-1,8.919,17.3,5.405,1.688,29.73,26.16,38.108,24.895,31.818,0.0,22.727,0.0,1.351,0.0,75.946,100.0,36.486,81.013,13.736,14.671,23.997,11.749,1,1,0-1,0-1
21.586206896551737,0.0,0.0,0.0,25.0,0.0,100.0,8.303,12.835,9.867,1.907,0.994,0.245,3.607,4.933,142.035,4.981,22.222,7.865,9.214,11.798,31.978,24.719,24.119,24.157,63.158,66.667,0.0,23.81,1.355,0.0,28.455,31.461,69.106,28.652,13.814,9.622,22.91,10.836,1,1,0-1,0-1
21.620689655172427,0.0,100.0,40.0,75.0,100.0,60.0,7.609,6.401,4.724,5.992,0.604,0.796,9.675,7.921,37.805,121.134,16.379,10.352,8.333,2.643,55.46,66.74,26.149,33.04,25.806,50.0,22.581,0.0,33.908,2.643,32.471,33.26,23.563,55.727,13.537,18.931,20.815,36.41,1,1,0-1,1-0
21.655172413793117,0.0,100.0,0.0,75.0,-100,50.0,6.656,6.669,-1,7.72,0.745,1.221,-1,8.227,-1,79.111,20.357,24.444,3.929,4.444,15.0,38.667,76.071,61.111,8.333,42.308,58.333,3.846,1.429,3.333,27.5,86.444,21.071,30.889,21.083,14.976,17.97,38.019,1,1,0-1,1-0
21.689655172413808,0.0,0.0,25.0,25.0,100.0,100.0,24.013,18.751,3.567,5.992,0.175,0.434,2.457,4.309,127.2,59.058,26.766,24.514,10.409,2.724,37.175,35.798,36.059,23.735,70.0,9.091,0.0,9.091,1.859,0.0,22.305,87.16,55.019,71.595,16.901,12.21,22.004,16.748,1,1,0-1,0-1
21.724137931034498,0.0,0.0,0.0,0.0,0.0,-100,7.094,8.387,5.828,-1,0.815,1.541,7.746,-1,127.656,-1,32.601,11.326,6.227,2.21,34.432,20.718,57.326,37.569,37.838,0.0,18.919,53.846,4.212,2.762,45.971,32.32,55.311,64.365,12.165,15.372,40.562,23.158,1,1,0-1,0-1
21.75862068965519,0.0,0.0,0.0,40.0,0.0,66.667,3.768,6.921,1.417,3.587,0.445,0.568,5.297,7.375,1.935,64.231,11.737,22.318,6.103,8.584,53.991,43.133,17.371,25.536,0.0,69.565,0.0,8.696,2.347,1.288,100.0,69.742,20.188,65.88,10.42,12.685,9.305,32.605,1,1,0-1,0-1
21.79310344827588,0.0,0.0,0.0,0.0,0.0,0.0,4.724,12.546,5.499,4.825,1.84,0.399,4.774,11.931,60.706,103.096,8.861,23.338,5.063,7.072,28.481,46.676,61.076,35.078,44.444,56.667,22.222,10.0,0.0,8.345,56.329,58.557,27.215,23.479,18.799,15.769,21.618,60.717,1,1,0-1,0-1
21.82758620689657,0.0,0.0,0.0,0.0,-100,0.0,9.304,7.661,-1,6.151,0.713,0.845,-1,11.702,-1,60.468,16.406,25.048,8.203,7.322,28.125,50.289,24.219,41.426,21.739,44.643,26.087,32.143,14.062,5.202,0.391,21.773,18.75,42.004,19.533,16.806,16.611,43.964,1,1,0-1,0-1
