<<<<<<< HEAD
<<<<<<< HEAD
User,Win ratio RL (agent),Win ratio FSM (agent),Hit ratio RL (agent),Hit ratio FSM (agent),Precision RL (agent),Precision FSM (agent),Pick-up time RL (agent),Pick-up time FSM (agent),Throw time RL (agent),Throw time FSM (agent),Ball hold RL (agent),Ball hold FSM (agent),Throw distance RL (agent),Throw distance FSM (agent),Throw angle RL (agent),Throw angle FSM (agent),Rotation change RL (agent),Rotation change FSM (agent),Opponent observation RL (agent),Opponent observation FSM (agent),Retreat RL (agent),Retreat FSM (agent),Approach RL (agent),Approach FSM (agent),Aggressive movements RL (agent),Aggressive movements FSM (agent),Defensive movements RL (agent),Defensive movements FSM (agent),Hiding RL (agent),Hiding FSM (agent),Court half favor RL (agent),Court half favor FSM (agent),Middle court favor RL (agent),Middle court favor FSM (agent),Agent distance RL,Agent distance FSM,Game duration RL,Game duration FSM
1,50.0,83.333,50.0,75.0,9.028,18.75,2.511,3.605,2.217,2.383,0.761,0.548,20.515,16.26,72.075,4.25,68.099,52.056,10.563,12.769,46.048,36.37,47.947,63.606,45.572,68.105,30.443,7.088,8.474,14.706,58.96,57.245,43.935,45.839,20.585,18.364,61.112,59.615
2,100.0,90.0,70.833,82.857,10.059,26.126,2.193,2.737,1.872,1.889,0.723,0.491,19.328,15.89,65.445,4.212,68.94,57.336,16.671,14.696,47.331,39.739,52.645,60.236,50.709,68.347,32.506,7.983,7.83,13.197,47.214,37.577,42.088,42.984,20.81,19.173,47.442,34.419
=======
User,Win ratio FSM (agent),Win ratio RL (agent),Win ratio FSM (user),Win ratio RL (user),Hit ratio FSM (agent),Hit ratio RL (agent),Hit ratio FSM (user),Hit ratio RL (user),Precision FSM (agent),Precision RL (agent),Precision FSM (user),Precision RL (user),Pick-up time FSM (agent),Pick-up time RL (agent),Pick-up time FSM (user),Pick-up time RL (user),Throw time FSM (agent),Throw time RL (agent),Throw time FSM (user),Throw time RL (user),Ball hold FSM (agent),Ball hold RL (agent),Ball hold FSM (user),Ball hold RL (user),Throw distance FSM (agent),Throw distance RL (agent),Throw distance FSM (user),Throw distance RL (user),Throw angle FSM (agent),Throw angle RL (agent),Throw angle FSM (user),Throw angle RL (user),Rotation change FSM (agent),Rotation change RL (agent),Rotation change FSM (user),Rotation change RL (user),Opponent observation FSM (agent),Opponent observation RL (agent),Opponent observation FSM (user),Opponent observation RL (user),Aggressive movements FSM (agent),Aggressive movements RL (agent),Aggressive movements FSM (user),Aggressive movements RL (user),Defensive movements FSM (agent),Defensive movements RL (agent),Defensive movements FSM (user),Defensive movements RL (user),Hiding FSM (agent),Hiding RL (agent),Hiding FSM (user),Hiding RL (user),Court half favor FSM (agent),Court half favor RL (agent),Court half favor FSM (user),Court half favor RL (user),Middle court favor FSM (agent),Middle court favor RL (agent),Middle court favor FSM (user),Middle court favor RL (user),Agent distance FSM,Game duration FSM,Agent distance RL,Game duration RL
1,83.333,50.0,16.667,50.0,75.0,50.0,25.0,50.0,18.75,9.028,7.5,20.968,3.605,2.511,4.276,5.593,2.383,2.217,3.384,6.31,0.548,0.761,0.638,0.962,16.26,20.515,13.442,15.658,4.25,72.075,83.183,61.241,52.056,68.099,25.395,22.668,12.769,10.563,6.504,10.159,68.105,45.572,36.034,41.604,7.088,30.443,24.581,32.836,14.706,8.474,8.513,11.346,57.245,58.96,50.885,53.074,45.839,43.935,36.753,29.433,18.364,59.615,20.585,61.112
2,90.0,100.0,10.0,0.0,82.857,70.833,17.143,29.167,26.126,10.059,10.714,11.864,2.737,2.193,5.427,6.118,1.889,1.872,2.282,3.997,0.491,0.723,0.356,0.446,15.89,19.328,13.85,13.332,4.212,65.445,74.05,70.504,57.336,68.94,20.177,24.665,14.696,16.671,7.717,7.759,68.347,50.709,37.5,28.372,7.983,32.506,28.922,40.233,13.197,7.83,7.987,7.524,37.577,47.214,84.37,51.023,42.984,42.088,31.924,39.196,19.173,34.419,20.81,47.442
>>>>>>> Add middle and half court functions
=======
User,Win ratio RL (agent),Win ratio FSM (agent),Hit ratio RL (agent),Hit ratio FSM (agent),Precision RL (agent),Precision FSM (agent),Pick-up time RL (agent),Pick-up time FSM (agent),Throw time RL (agent),Throw time FSM (agent),Ball hold RL (agent),Ball hold FSM (agent),Throw distance RL (agent),Throw distance FSM (agent),Throw angle RL (agent),Throw angle FSM (agent),Rotation change RL (agent),Rotation change FSM (agent),Opponent observation RL (agent),Opponent observation FSM (agent),Retreat RL (agent),Retreat FSM (agent),Approach RL (agent),Approach FSM (agent),Aggressive movements RL (agent),Aggressive movements FSM (agent),Defensive movements RL (agent),Defensive movements FSM (agent),Hiding RL (agent),Hiding FSM (agent),Court half favor RL (agent),Court half favor FSM (agent),Middle court favor RL (agent),Middle court favor FSM (agent),Agent distance RL,Agent distance FSM,Game duration RL,Game duration FSM
1,50.0,83.333,50.0,75.0,9.028,18.75,2.511,3.605,2.217,2.383,0.761,0.548,20.515,16.26,72.075,4.25,68.099,52.056,10.563,12.769,46.048,36.37,47.947,63.606,45.572,68.105,30.443,7.088,8.474,14.706,58.96,57.245,43.935,45.839,20.585,18.364,61.112,59.615
2,100.0,90.0,70.833,82.857,10.059,26.126,2.193,2.737,1.872,1.889,0.723,0.491,19.328,15.89,65.445,4.212,68.94,57.336,16.671,14.696,47.331,39.739,52.645,60.236,50.709,68.347,32.506,7.983,7.83,13.197,47.214,37.577,42.088,42.984,20.81,19.173,47.442,34.419
>>>>>>> Some changes
