User,Win ratio FSM (agent),Win ratio RL (agent),Win ratio FSM (user),Win ratio RL (user),Hit ratio FSM (agent),Hit ratio RL (agent),Hit ratio FSM (user),Hit ratio RL (user),Precision FSM (agent),Precision RL (agent),Precision FSM (user),Precision RL (user),Pick-up time FSM (agent),Pick-up time RL (agent),Pick-up time FSM (user),Pick-up time RL (user),Throw time FSM (agent),Throw time RL (agent),Throw time FSM (user),Throw time RL (user),Ball hold FSM (agent),Ball hold RL (agent),Ball hold FSM (user),Ball hold RL (user),Throw distance FSM (agent),Throw distance RL (agent),Throw distance FSM (user),Throw distance RL (user),Throw angle FSM (agent),Throw angle RL (agent),Throw angle FSM (user),Throw angle RL (user),Rotation change FSM (agent),Rotation change RL (agent),Rotation change FSM (user),Rotation change RL (user),Opponent observation FSM (agent),Opponent observation RL (agent),Opponent observation FSM (user),Opponent observation RL (user),Approach FSM (agent),Approach RL (agent),Approach FSM (user),Approach RL (user),Retreat FSM (agent),Retreat RL (agent),Retreat FSM (user),Retreat RL (user),Aggressive movements FSM (agent),Aggressive movements RL (agent),Aggressive movements FSM (user),Aggressive movements RL (user),Defensive movements FSM (agent),Defensive movements RL (agent),Defensive movements FSM (user),Defensive movements RL (user),Hiding FSM (agent),Hiding RL (agent),Hiding FSM (user),Hiding RL (user),Court half favor FSM (agent),Court half favor RL (agent),Court half favor FSM (user),Court half favor RL (user),Middle court favor FSM (agent),Middle court favor RL (agent),Middle court favor FSM (user),Middle court favor RL (user),Agent distance FSM,Agent distance RL,Game duration FSM,Game duration RL,Number of games FSM,Number of games RL
18,81.818,72.727,18.182,27.273,71.429,67.5,28.571,32.5,34.884,17.532,19.048,17.333,3.992,2.556,5.557,5.243,5.256,1.633,5.721,5.369,1.211,0.597,0.786,0.728,12.711,16.415,10.447,13.755,5.675,59.318,72.371,64.874,37.562,54.604,31.911,25.859,20.78,20.562,12.957,13.879,49.712,54.376,40.292,38.39,33.353,42.472,43.291,46.44,63.455,45.604,47.58,38.549,13.535,34.929,19.835,35.147,7.113,8.126,4.46,4.063,56.19,47.484,57.651,70.078,72.011,46.592,49.308,45.643,16.136,17.327,38.942,37.534,11,11
19,92.308,76.923,7.692,23.077,86.364,66.0,13.636,34.0,47.5,20.497,9.524,20.482,3.705,2.35,5.746,4.155,9.407,2.253,2.424,4.091,2.105,0.753,0.286,0.69,10.384,16.84,11.653,15.012,6.622,60.144,57.98,61.382,36.814,56.657,29.185,26.119,15.469,12.004,9.555,7.488,44.885,47.155,40.609,38.182,34.598,44.399,38.162,43.891,73.223,55.333,45.588,31.743,11.843,25.067,25.0,27.339,6.819,7.761,7.494,5.279,48.892,70.479,62.628,58.26,71.759,48.954,37.43,40.978,15.681,18.697,27.571,32.211,13,13
20,88.235,44.444,11.765,55.556,75.385,52.381,24.615,47.619,36.842,7.971,16.0,18.519,3.938,2.224,5.39,5.327,8.005,1.827,6.847,9.186,1.737,0.639,0.919,1.269,14.453,24.66,13.552,13.455,5.6,69.423,40.783,59.737,35.66,63.793,17.812,19.472,17.812,11.393,15.992,10.072,51.392,53.002,37.975,40.005,32.974,43.142,49.264,55.101,74.281,46.564,34.411,30.026,11.333,24.485,49.159,50.642,9.085,9.058,6.82,5.732,51.293,47.977,61.245,64.878,72.794,44.144,34.237,40.453,19.914,23.223,38.379,78.698,17,9
