User,Win ratio FSM (agent),Win ratio RL (agent),Win ratio FSM (user),Win ratio RL (user),Hit ratio FSM (agent),Hit ratio RL (agent),Hit ratio FSM (user),Hit ratio RL (user),Precision FSM (agent),Precision RL (agent),Precision FSM (user),Precision RL (user),Pick-up time FSM (agent),Pick-up time RL (agent),Pick-up time FSM (user),Pick-up time RL (user),Throw time FSM (agent),Throw time RL (agent),Throw time FSM (user),Throw time RL (user),Ball hold FSM (agent),Ball hold RL (agent),Ball hold FSM (user),Ball hold RL (user),Throw distance FSM (agent),Throw distance RL (agent),Throw distance FSM (user),Throw distance RL (user),Throw angle FSM (agent),Throw angle RL (agent),Throw angle FSM (user),Throw angle RL (user),Rotation change FSM (agent),Rotation change RL (agent),Rotation change FSM (user),Rotation change RL (user),Opponent observation FSM (agent),Opponent observation RL (agent),Opponent observation FSM (user),Opponent observation RL (user),Approach FSM (agent),Approach RL (agent),Approach FSM (user),Approach RL (user),Retreat FSM (agent),Retreat RL (agent),Retreat FSM (user),Retreat RL (user),Aggressive movements FSM (agent),Aggressive movements RL (agent),Aggressive movements FSM (user),Aggressive movements RL (user),Defensive movements FSM (agent),Defensive movements RL (agent),Defensive movements FSM (user),Defensive movements RL (user),Hiding FSM (agent),Hiding RL (agent),Hiding FSM (user),Hiding RL (user),Court half favor FSM (agent),Court half favor RL (agent),Court half favor FSM (user),Court half favor RL (user),Middle court favor FSM (agent),Middle court favor RL (agent),Middle court favor FSM (user),Middle court favor RL (user),Agent distance FSM,Agent distance RL,Game duration FSM,Game duration RL,Number of games FSM,Number of games RL
32,87.5,70.0,12.5,30.0,77.647,63.291,22.353,36.709,46.154,15.015,15.323,22.656,4.419,2.555,5.319,5.67,10.556,2.027,8.994,8.529,2.072,0.693,1.166,1.186,11.649,17.303,12.117,12.478,6.369,69.717,87.734,88.723,32.27,55.819,17.782,17.424,14.833,12.529,8.452,5.924,42.215,49.453,42.411,42.914,38.968,43.235,40.899,42.05,65.813,45.027,49.771,34.096,16.728,24.955,22.598,33.494,10.505,8.202,8.051,6.953,57.823,54.221,49.725,55.056,73.999,41.334,22.064,27.997,17.654,17.723,37.177,42.512,24,20
33,100.0,81.481,0.0,18.519,93.333,67.273,6.667,32.727,57.931,24.342,8.0,26.866,3.855,2.413,7.53,4.826,10.252,1.704,10.595,6.254,2.273,0.655,0.633,0.849,11.189,15.832,8.95,7.613,6.621,56.229,85.374,87.825,34.276,52.393,22.81,26.611,10.766,13.338,3.996,7.611,43.268,44.452,33.791,45.045,33.744,49.218,45.686,34.015,70.021,44.22,41.652,30.945,11.269,41.167,23.726,10.749,8.245,6.302,8.908,5.699,55.406,46.505,59.048,59.891,72.82,45.554,22.035,34.467,18.192,17.103,27.535,29.784,28,27
34,96.667,90.323,3.333,9.677,83.486,81.081,16.514,18.919,58.333,31.915,18.182,20.388,3.595,2.507,7.056,6.634,8.31,1.761,4.525,4.173,1.842,0.646,0.365,0.37,10.957,14.95,10.156,10.6,6.733,50.437,65.56,83.451,31.022,51.472,18.839,21.309,15.731,16.449,9.812,9.835,42.46,48.385,35.966,37.215,32.112,45.23,39.552,37.425,65.735,44.217,37.5,32.392,14.752,41.075,21.661,18.667,8.081,11.427,5.719,4.05,46.572,55.656,61.719,54.284,72.717,49.242,28.794,38.063,17.566,15.916,24.383,24.654,30,31
