User,Win ratio FSM (user),Win ratio RL (user),Hit ratio FSM (user),Hit ratio RL (user),Precision FSM (user),Precision RL (user),Pick-up time FSM (user),Pick-up time RL (user),Throw time FSM (user),Throw time RL (user),Ball hold FSM (user),Ball hold RL (user),Throw distance FSM (user),Throw distance RL (user),Throw angle FSM (user),Throw angle RL (user),Rotation change FSM (user),Rotation change RL (user),Opponent observation FSM (user),Opponent observation RL (user),Approach FSM (user),Approach RL (user),Retreat FSM (user),Retreat RL (user),Aggressive movements FSM (user),Aggressive movements RL (user),Defensive movements FSM (user),Defensive movements RL (user),Hiding FSM (user),Hiding RL (user),Court half favor FSM (user),Court half favor RL (user),Middle court favor FSM (user),Middle court favor RL (user),Agent distance FSM,Agent distance RL,Game duration FSM,Game duration RL,Number of games FSM,Number of games RL
18,20.0,0.0,23.81,14.286,19.231,10.714,4.388,6.174,4.406,4.256,0.733,0.463,10.546,14.319,75.354,71.214,27.376,27.435,10.34,14.363,33.826,38.759,43.624,42.34,45.896,31.552,26.493,36.896,3.939,4.58,64.796,76.145,57.361,40.924,17.491,16.581,26.142,35.717,5,5
18.5,16.667,50.0,33.333,52.632,18.919,21.277,6.55,4.661,6.645,6.032,0.859,1.015,10.378,13.419,70.275,61.098,34.816,24.503,14.633,13.473,44.434,38.08,43.046,49.843,48.359,44.376,16.408,33.742,4.793,3.63,46.925,64.991,44.15,49.599,15.268,17.952,52.403,44.35,6,6
19.0,0.0,0.0,17.391,30.769,14.815,17.391,6.426,4.382,1.939,3.841,0.201,0.634,10.843,15.253,60.776,44.023,29.334,28.169,7.012,7.764,35.606,40.433,35.878,42.631,47.28,30.168,18.41,21.508,5.843,4.225,58.59,56.029,40.943,40.433,14.951,17.354,28.161,39.031,6,6
19.5,14.286,42.857,9.524,37.5,5.556,24.324,5.223,3.869,2.787,4.402,0.383,0.808,12.286,14.712,56.005,82.964,29.002,23.412,12.043,7.123,45.503,35.163,40.358,45.554,44.504,35.294,29.491,36.364,9.108,6.67,33.422,61.207,33.994,41.697,16.394,20.471,28.534,26.753,7,7
20.0,25.0,50.0,34.211,50.0,21.311,23.913,5.543,6.534,6.877,7.071,0.975,1.031,13.728,12.817,40.519,66.811,16.462,23.374,19.05,8.223,38.205,39.106,51.188,58.488,33.365,20.8,51.555,59.2,3.288,6.055,69.983,52.247,42.087,38.26,20.369,24.488,46.286,95.369,8,4
20.5,0.0,60.0,11.111,45.0,7.692,14.516,5.177,6.589,6.8,10.755,0.866,1.492,13.277,13.928,41.195,54.488,19.703,16.33,11.709,11.561,37.652,40.728,46.538,52.353,36.907,36.921,43.918,44.395,11.768,5.472,49.004,24.952,23.239,42.218,19.278,22.204,32.363,73.883,9,5
