User,Win ratio MA-POCA (agent),Win ratio IL (agent),Win ratio RL-43M (agent),Win ratio RL-87M (agent),Win ratio RS (agent),Win ratio NEAT (agent),Win ratio FSM-V1 (agent),Win ratio FSM-V2 (agent),Win ratio FSM-V0 (agent),Hit ratio MA-POCA (agent),Hit ratio IL (agent),Hit ratio RL-43M (agent),Hit ratio RL-87M (agent),Hit ratio RS (agent),Hit ratio NEAT (agent),Hit ratio FSM-V1 (agent),Hit ratio FSM-V2 (agent),Hit ratio FSM-V0 (agent),Precision MA-POCA (agent),Precision IL (agent),Precision RL-43M (agent),Precision RL-87M (agent),Precision RS (agent),Precision NEAT (agent),Precision FSM-V1 (agent),Precision FSM-V2 (agent),Precision FSM-V0 (agent),Pick-up time MA-POCA (agent),Pick-up time IL (agent),Pick-up time RL-43M (agent),Pick-up time RL-87M (agent),Pick-up time RS (agent),Pick-up time NEAT (agent),Pick-up time FSM-V1 (agent),Pick-up time FSM-V2 (agent),Pick-up time FSM-V0 (agent),Throw time MA-POCA (agent),Throw time IL (agent),Throw time RL-43M (agent),Throw time RL-87M (agent),Throw time RS (agent),Throw time NEAT (agent),Throw time FSM-V1 (agent),Throw time FSM-V2 (agent),Throw time FSM-V0 (agent),Ball hold MA-POCA (agent),Ball hold IL (agent),Ball hold RL-43M (agent),Ball hold RL-87M (agent),Ball hold RS (agent),Ball hold NEAT (agent),Ball hold FSM-V1 (agent),Ball hold FSM-V2 (agent),Ball hold FSM-V0 (agent),Throw distance MA-POCA (agent),Throw distance IL (agent),Throw distance RL-43M (agent),Throw distance RL-87M (agent),Throw distance RS (agent),Throw distance NEAT (agent),Throw distance FSM-V1 (agent),Throw distance FSM-V2 (agent),Throw distance FSM-V0 (agent),Throw angle MA-POCA (agent),Throw angle IL (agent),Throw angle RL-43M (agent),Throw angle RL-87M (agent),Throw angle RS (agent),Throw angle NEAT (agent),Throw angle FSM-V1 (agent),Throw angle FSM-V2 (agent),Throw angle FSM-V0 (agent),Rotation change MA-POCA (agent),Rotation change IL (agent),Rotation change RL-43M (agent),Rotation change RL-87M (agent),Rotation change RS (agent),Rotation change NEAT (agent),Rotation change FSM-V1 (agent),Rotation change FSM-V2 (agent),Rotation change FSM-V0 (agent),Opponent observation MA-POCA (agent),Opponent observation IL (agent),Opponent observation RL-43M (agent),Opponent observation RL-87M (agent),Opponent observation RS (agent),Opponent observation NEAT (agent),Opponent observation FSM-V1 (agent),Opponent observation FSM-V2 (agent),Opponent observation FSM-V0 (agent),Retreat MA-POCA (agent),Retreat IL (agent),Retreat RL-43M (agent),Retreat RL-87M (agent),Retreat RS (agent),Retreat NEAT (agent),Retreat FSM-V1 (agent),Retreat FSM-V2 (agent),Retreat FSM-V0 (agent),Approach MA-POCA (agent),Approach IL (agent),Approach RL-43M (agent),Approach RL-87M (agent),Approach RS (agent),Approach NEAT (agent),Approach FSM-V1 (agent),Approach FSM-V2 (agent),Approach FSM-V0 (agent),Aggressive movements MA-POCA (agent),Aggressive movements IL (agent),Aggressive movements RL-43M (agent),Aggressive movements RL-87M (agent),Aggressive movements RS (agent),Aggressive movements NEAT (agent),Aggressive movements FSM-V1 (agent),Aggressive movements FSM-V2 (agent),Aggressive movements FSM-V0 (agent),Defensive movements MA-POCA (agent),Defensive movements IL (agent),Defensive movements RL-43M (agent),Defensive movements RL-87M (agent),Defensive movements RS (agent),Defensive movements NEAT (agent),Defensive movements FSM-V1 (agent),Defensive movements FSM-V2 (agent),Defensive movements FSM-V0 (agent),Hiding MA-POCA (agent),Hiding IL (agent),Hiding RL-43M (agent),Hiding RL-87M (agent),Hiding RS (agent),Hiding NEAT (agent),Hiding FSM-V1 (agent),Hiding FSM-V2 (agent),Hiding FSM-V0 (agent),Court half favor MA-POCA (agent),Court half favor IL (agent),Court half favor RL-43M (agent),Court half favor RL-87M (agent),Court half favor RS (agent),Court half favor NEAT (agent),Court half favor FSM-V1 (agent),Court half favor FSM-V2 (agent),Court half favor FSM-V0 (agent),Middle court favor MA-POCA (agent),Middle court favor IL (agent),Middle court favor RL-43M (agent),Middle court favor RL-87M (agent),Middle court favor RS (agent),Middle court favor NEAT (agent),Middle court favor FSM-V1 (agent),Middle court favor FSM-V2 (agent),Middle court favor FSM-V0 (agent),Agent distance MA-POCA,Agent distance IL,Agent distance RL-43M,Agent distance RL-87M,Agent distance RS,Agent distance NEAT,Agent distance FSM-V1,Agent distance FSM-V2,Agent distance FSM-V0,Game duration MA-POCA,Game duration IL,Game duration RL-43M,Game duration RL-87M,Game duration RS,Game duration NEAT,Game duration FSM-V1,Game duration FSM-V2,Game duration FSM-V0
1,37.5,25.0,14.286,66.667,80.0,0.0,14.286,25.0,85.714,36.364,36.364,28.0,58.333,60.0,20.69,38.71,36.842,76.0,19.355,14.118,8.537,16.8,12.195,9.836,54.545,46.667,30.645,4.246,3.166,3.416,2.014,2.329,4.091,12.589,18.208,3.655,3.269,0.837,0.231,1.902,0.66,1.156,1.741,2.045,4.817,0.783,0.239,0.064,0.855,0.27,0.284,0.131,0.124,1.148,17.81,17.941,19.874,15.723,18.61,15.793,11.743,14.893,16.519,60.044,46.403,59.356,62.747,53.546,54.553,5.511,10.618,8.049,42.554,53.326,49.125,66.578,60.871,94.171,71.757,51.843,53.681,14.818,28.911,16.375,19.49,21.636,4.927,10.23,13.724,18.309,46.203,51.245,48.395,48.04,45.786,49.605,50.53,47.139,37.437,51.899,45.225,48.724,51.123,53.576,49.605,49.434,52.826,62.524,48.542,31.41,43.327,47.785,49.727,0.562,68.466,66.314,74.468,34.375,55.662,44.424,37.342,38.115,3.933,6.818,11.441,8.511,7.446,6.466,9.008,8.603,8.286,11.32,7.052,10.916,14.492,44.229,58.157,34.829,55.348,38.279,84.242,69.2,50.439,53.097,18.168,46.34,38.293,54.168,45.007,55.209,36.061,59.53,54.305,21.165,18.388,20.44,18.37,17.891,16.889,19.12,15.098,18.578,23.473,26.921,44.504,26.844,45.6,29.83,42.41,63.273,31.073
