User,Win ratio FSM (user),Win ratio RL (user),Hit ratio FSM (user),Hit ratio RL (user),Precision FSM (user),Precision RL (user),Pick-up time FSM (user),Pick-up time RL (user),Throw time FSM (user),Throw time RL (user),Ball hold FSM (user),Ball hold RL (user),Throw distance FSM (user),Throw distance RL (user),Throw angle FSM (user),Throw angle RL (user),Rotation change FSM (user),Rotation change RL (user),Opponent observation FSM (user),Opponent observation RL (user),Approach FSM (user),Approach RL (user),Retreat FSM (user),Retreat RL (user),Aggressive movements FSM (user),Aggressive movements RL (user),Defensive movements FSM (user),Defensive movements RL (user),Hiding FSM (user),Hiding RL (user),Court half favor FSM (user),Court half favor RL (user),Middle court favor FSM (user),Middle court favor RL (user),Agent distance FSM,Agent distance RL,Game duration FSM,Game duration RL,Number of games FSM,Number of games RL
25,7.143,20.0,14.286,34.375,13.462,25.882,8.0,3.603,3.519,5.44,0.329,0.937,10.336,8.509,88.356,91.51,32.436,29.609,8.508,4.293,48.55,45.643,39.937,32.544,39.146,47.682,11.21,14.901,6.407,8.2,75.847,59.09,36.048,35.315,17.085,15.994,30.851,24.255,14,15
25.5,6.667,26.667,26.415,34.545,20.0,28.358,4.031,4.404,4.085,6.381,0.574,1.075,9.593,8.6,68.718,86.957,24.567,27.194,9.004,8.834,40.923,47.253,33.507,38.696,31.141,42.012,14.894,38.462,5.473,7.866,63.213,26.64,40.025,27.431,16.712,15.765,23.271,26.283,15,15
26.0,7.143,9.091,28.333,22.727,22.667,15.385,4.69,6.045,4.068,5.201,0.713,0.646,9.715,10.361,74.58,70.783,28.086,24.684,9.209,7.032,41.288,37.081,43.332,43.692,41.426,35.244,31.919,33.97,6.534,5.732,59.209,54.935,32.193,33.584,16.938,18.365,27.539,35.804,14,11
26.5,7.143,0.0,22.449,8.108,16.418,3.704,5.644,4.704,6.994,5.655,0.85,0.883,10.558,11.703,69.805,66.488,28.229,25.885,10.135,9.616,39.956,36.409,44.621,41.894,40.323,31.442,36.51,33.712,7.062,6.263,52.159,53.474,38.986,30.369,16.341,19.636,33.713,37.473,14,12
27.0,13.333,43.75,25.806,47.887,24.242,36.559,5.445,3.751,4.1,4.931,0.521,0.892,8.968,7.86,84.728,93.676,23.434,21.008,8.655,9.244,42.903,44.903,42.673,36.007,50.0,50.669,23.248,19.9,11.274,4.457,66.867,58.294,34.088,49.726,16.762,15.543,28.468,23.382,15,16
27.5,6.25,43.75,26.316,44.262,22.388,32.927,4.29,3.946,3.809,3.868,0.585,0.755,8.07,7.532,78.619,79.51,20.561,19.458,8.999,10.689,44.713,48.293,32.829,36.573,49.336,49.445,19.165,30.111,8.818,3.455,46.61,42.574,30.892,43.079,16.652,15.537,23.031,26.126,16,16
28.0,20.0,23.077,29.508,36.667,18.182,27.16,3.94,4.855,3.456,5.49,0.604,0.711,12.205,11.113,72.301,67.658,41.968,32.457,5.206,8.407,39.732,45.437,44.097,40.45,39.896,49.214,21.244,17.61,7.013,6.265,58.157,53.195,28.462,32.835,16.576,17.355,29.145,33.517,15,13
28.5,13.333,15.385,20.833,30.612,13.699,22.059,4.116,4.209,2.311,4.142,0.381,0.694,12.321,12.155,70.112,74.963,36.865,32.891,9.221,8.744,33.888,39.265,48.335,34.076,27.5,14.094,13.462,24.497,11.095,4.229,40.57,47.579,25.208,28.927,16.813,17.058,24.849,29.46,15,13
