User,Win ratio FSM (user),Win ratio RL (user),Hit ratio FSM (user),Hit ratio RL (user),Precision FSM (user),Precision RL (user),Pick-up time FSM (user),Pick-up time RL (user),Throw time FSM (user),Throw time RL (user),Ball hold FSM (user),Ball hold RL (user),Throw distance FSM (user),Throw distance RL (user),Throw angle FSM (user),Throw angle RL (user),Rotation change FSM (user),Rotation change RL (user),Opponent observation FSM (user),Opponent observation RL (user),Approach FSM (user),Approach RL (user),Retreat FSM (user),Retreat RL (user),Aggressive movements FSM (user),Aggressive movements RL (user),Defensive movements FSM (user),Defensive movements RL (user),Hiding FSM (user),Hiding RL (user),Court half favor FSM (user),Court half favor RL (user),Middle court favor FSM (user),Middle court favor RL (user),Agent distance FSM,Agent distance RL,Game duration FSM,Game duration RL,Number of games FSM,Number of games RL
32,16.667,30.0,24.444,36.364,18.333,21.053,5.247,5.783,7.313,9.016,0.961,1.253,11.827,13.337,91.23,72.074,16.973,17.022,9.476,6.487,44.202,43.543,43.083,43.08,53.195,32.661,21.071,35.046,6.078,6.179,62.535,52.101,24.65,30.259,16.703,18.119,33.5,49.732,12,10
32.5,8.333,30.0,20.0,37.143,12.5,25.0,5.384,5.496,10.571,7.817,1.383,1.148,12.389,11.224,84.456,113.056,18.471,18.015,7.556,5.099,40.843,41.967,38.971,40.539,45.914,35.439,24.514,30.526,9.778,8.09,38.517,59.393,19.801,24.677,18.486,17.143,40.622,37.249,12,10
33.0,0.0,15.385,6.25,27.273,6.977,23.077,8.232,4.837,9.157,6.307,0.606,0.862,9.996,7.23,90.206,87.62,19.915,27.629,4.498,5.976,32.72,43.805,47.234,31.733,48.901,44.142,20.879,14.714,9.342,6.853,65.112,57.689,21.934,36.992,18.637,16.766,30.066,28.712,14,13
33.5,0.0,21.429,7.143,38.182,9.375,30.435,6.73,4.816,8.386,6.204,0.671,0.865,7.545,7.972,78.881,88.017,26.629,25.679,3.334,9.078,35.181,46.158,43.646,36.044,28.78,21.3,28.78,7.762,8.335,4.664,51.05,61.866,22.169,32.202,17.606,17.406,24.394,30.749,14,14
34.0,6.667,6.667,18.966,16.071,20.755,20.455,7.254,6.429,4.749,3.479,0.363,0.27,10.721,10.981,60.852,66.371,19.494,19.116,9.362,10.875,38.289,33.854,40.477,35.596,45.092,35.322,19.135,14.129,3.999,3.327,59.505,55.895,32.192,41.067,18.102,15.911,26.851,19.486,15,15
34.5,0.0,12.5,13.725,21.818,15.217,20.339,6.822,6.785,4.266,4.69,0.375,0.456,9.506,10.316,70.985,96.189,18.091,22.943,10.326,9.061,33.313,39.701,38.476,38.786,29.63,29.467,24.339,23.197,7.683,4.589,35.751,53.084,24.913,35.827,16.954,15.92,21.903,30.171,15,16
