Timestamp,(Position_Blue_X,Position_Blue_Y),Rotation_Blue,(Position_Purple_X,Position_Purple_Y),Rotation_Purple
12:49:26.893,(16.00244,-23.97337),177.7978,(15.18277,-69.13853),2.858324
12:49:52.789,(16.13451,-23.64899),154.5802,(15.44743,-68.88708),14.93087
12:49:52.913,(17.22924,-25.85312),127.7454,(15.34732,-68.23224),6.321557
12:49:53.030,(17.88633,-27.27679),104.8294,(15.09218,-67.54726),4.045487
12:49:53.143,(18.33654,-28.2864),126.8915,(14.71876,-67.23676),359.5807
12:49:53.279,(18.43498,-29.13826),156.9001,(13.99283,-67.16895),353.0862
12:49:53.297,(18.24736,-30.11609),161.4606,(13.89117,-66.60307),359.7552
12:49:53.396,(17.89415,-30.81836),136.5185,(14.2161,-66.2509),353.9526
12:49:53.504,(18.49512,-31.41313),117.0986,(14.68927,-66.08357),7.052889
12:49:53.612,(19.12924,-31.93076),114.1626,(14.95389,-65.4511),352.8609
12:49:53.723,(19.92617,-32.46347),112.5318,(15.61508,-65.58302),10.57834
12:49:53.822,(20.62204,-32.99187),89.32963,(16.28638,-65.60348),21.16795
12:49:53.934,(21.42187,-33.57107),76.80575,(18.43538,-66.80434),20.64289
12:49:54.036,(23.1197,-33.77189),64.42339,(19.76127,-67.57688),21.24366
12:49:54.146,(25.07343,-33.79734),18.32128,(20.72533,-68.12496),33.82658
12:49:54.251,(26.06424,-33.91869),338.1388,(21.51883,-68.2756),18.66351
12:49:54.353,(25.83285,-33.9293),323.799,(22.43989,-68.13719),25.79869
12:49:54.450,(25.02116,-33.76057),307.3124,(22.70438,-67.54398),12.09139
12:49:54.554,(24.05302,-33.66184),294.5187,(22.48044,-66.6177),21.07702
12:49:54.662,(23.22015,-33.60501),256.0281,(22.14295,-65.85423),4.727866
12:49:54.679,(22.44593,-33.91456),217.5149,(21.74661,-65.09551),7.960985
12:49:54.779,(21.64343,-34.45468),195.4531,(21.23941,-64.24865),345.74
12:49:54.890,(20.90523,-35.10514),185.2011,(20.17,-63.22601),322.204
12:49:54.995,(20.30307,-35.72898),174.9259,(18.8962,-62.15284),323.97
12:49:55.105,(21.66061,-37.55433),153.3533,(18.08154,-61.69916),318.9396
12:49:55.205,(22.5591,-38.65446),122.6616,(17.29951,-61.63728),306.8316
12:49:55.316,(23.20189,-39.49742),118.4131,(16.45503,-61.90924),291.1716
