Timestamp,EventType,BlueBallsLeft,PurpleBallsLeft,BlueLives,PurpleLives,Corner
11:48:51.061,Init,0,3,3,0
11:48:51.061,ResetScene,0,0,3,3,0
11:48:56.601,S,0,0,3,3,0
11:48:57.749,PurpleDash,0,0,3,3,0
11:48:58.340,BluePickedUpBall,1,0,3,3,0
11:48:58.458,BlueThrewBall,0,0,3,3,0
11:48:58.812,PurpleDash,0,0,3,3,0
11:49:00.086,PurpleDash,0,0,3,3,0
11:49:00.423,PurplePickedUpBall,0,1,3,3,0
11:49:00.921,BluePickedUpBall,1,1,3,3,0
11:49:01.148,PurpleDash,1,1,3,3,0
11:49:01.390,BlueThrewBall,0,1,3,3,0
11:49:02.502,PurpleDash,0,1,3,3,0
11:49:02.505,PurplePickedUpBall,0,2,3,3,0
11:49:02.842,BluePickedUpBall,1,2,3,3,0
11:49:03.181,BlueThrewBall,0,2,3,3,0
11:49:03.408,BluePickedUpBall,1,2,3,3,0
11:49:03.791,BluePickedUpBall,2,2,3,3,0
11:49:03.917,PurpleDash,2,2,3,3,0
11:49:03.930,BluePickedUpBall,3,2,3,3,0
11:49:04.273,BlueThrewBall,2,2,3,3,0
11:49:04.651,BlueThrewBall,1,2,3,3,0
11:49:05.019,BlueThrewBall,0,2,3,3,0
11:49:05.019,PurpleDash,0,2,3,3,0
11:49:06.111,BluePickedUpBall,1,2,3,3,0
11:49:06.114,BluePickedUpBall,2,2,3,3,0
11:49:06.261,BlueThrewBall,1,2,3,3,0
11:49:06.262,PurpleDash,1,2,3,3,0
11:49:06.615,BlueThrewBall,0,2,3,3,0
11:49:06.973,PurplePickedUpBall,0,3,3,3,0
11:49:07.479,PurpleDash,0,3,3,3,0
11:49:08.613,PurpleDash,0,3,3,3,0
11:49:09.463,PurpleThrewBall,0,2,3,3,0
11:49:09.710,PurpleDash,0,2,3,3,0
11:49:09.834,BluePickedUpBall,1,2,3,3,0
11:49:09.964,BlueThrewBall,0,2,3,3,0
11:49:10.887,PurpleDash,0,2,3,3,0
11:49:11.999,PurpleDash,0,2,3,3,0
11:49:12.661,BluePickedUpBall,1,2,3,3,0
11:49:12.790,BlueThrewBall,0,2,3,3,0
11:49:13.065,PurpleDash,0,2,3,3,0
11:49:14.084,PurpleDash,0,2,3,3,0
11:49:14.989,BluePickedUpBall,1,2,3,3,0
11:49:15.338,BlueThrewBall,0,2,3,3,0
11:49:15.469,PurpleDash,0,2,3,3,0
