Time: 18:32:17.603, Winner: Purple, Blue lives left: 0, Purple lives left: 3
Time: 18:32:52.567, Winner: Purple, Blue lives left: 0, Purple lives left: 2
Time: 18:33:20.683, Winner: Purple, Blue lives left: 0, Purple lives left: 3
Time: 18:33:45.031, Winner: Purple, Blue lives left: 0, Purple lives left: 3
Time: 18:34:20.845, Winner: Purple, Blue lives left: 0, Purple lives left: 3
Time: 18:34:55.697, Winner: Purple, Blue lives left: 0, Purple lives left: 3
Time: 18:35:25.432, Winner: Purple, Blue lives left: 0, Purple lives left: 2
Time: 18:36:15.438, Winner: Purple, Blue lives left: 0, Purple lives left: 2
Time: 18:36:35.283, Winner: Purple, Blue lives left: 0, Purple lives left: 3
Time: 18:37:06.135, Winner: Purple, Blue lives left: 0, Purple lives left: 3
Time: 18:37:43.838, Winner: Purple, Blue lives left: 0, Purple lives left: 3
Time: 18:38:22.716, Winner: Purple, Blue lives left: 0, Purple lives left: 2
Time: 18:38:59.776, Winner: Purple, Blue lives left: 0, Purple lives left: 3
Time: 18:39:48.844, Winner: Purple, Blue lives left: 0, Purple lives left: 1
Time: 18:40:15.651, Winner: Purple, Blue lives left: 0, Purple lives left: 3
Time: 18:40:47.368, Winner: Purple, Blue lives left: 0, Purple lives left: 2
Time: 18:41:15.836, Winner: Purple, Blue lives left: 0, Purple lives left: 2
Time: 18:41:41.018, Winner: Purple, Blue lives left: 0, Purple lives left: 3
Time: 18:42:15.751, Winner: Purple, Blue lives left: 0, Purple lives left: 2
Time: 18:42:56.422, Winner: Purple, Blue lives left: 0, Purple lives left: 3
Time: 18:43:34.677, Winner: Purple, Blue lives left: 0, Purple lives left: 3
Time: 18:44:04.416, Winner: Purple, Blue lives left: 0, Purple lives left: 3
Time: 18:44:29.445, Winner: Purple, Blue lives left: 0, Purple lives left: 3
Time: 18:44:55.488, Winner: Purple, Blue lives left: 0, Purple lives left: 3
Time: 18:45:31.259, Winner: Purple, Blue lives left: 0, Purple lives left: 3
Time: 18:46:11.084, Winner: Purple, Blue lives left: 0, Purple lives left: 3
Time: 18:46:31.490, Winner: Purple, Blue lives left: 0, Purple lives left: 3
Time: 18:46:59.399, Winner: Purple, Blue lives left: 0, Purple lives left: 3
Time: 18:47:38.453, Winner: Purple, Blue lives left: 0, Purple lives left: 3
Time: 18:48:08.068, Winner: Purple, Blue lives left: 0, Purple lives left: 3
Time: 18:48:40.076, Winner: Purple, Blue lives left: 0, Purple lives left: 3
Time: 18:49:21.471, Winner: Purple, Blue lives left: 0, Purple lives left: 2
Time: 18:50:02.204, Winner: Purple, Blue lives left: 0, Purple lives left: 1
Time: 18:50:40.755, Winner: Purple, Blue lives left: 0, Purple lives left: 3
Time: 18:51:11.205, Winner: Purple, Blue lives left: 0, Purple lives left: 3
Time: 18:51:43.209, Winner: Purple, Blue lives left: 0, Purple lives left: 3
Time: 18:52:09.021, Winner: Purple, Blue lives left: 0, Purple lives left: 3
