,elapsed_time,EventType,BlueBallsLeft,PurpleBallsLeft,BlueLives,PurpleLives,Corner
2,0.0,S,0,0,3,3,0.0
3,0.47,PurplePickedUpBall,0,1,3,3,0.0
4,0.946,BluePickedUpBall,1,1,3,3,0.0
5,1.171,PurpleDash,1,1,3,3,0.0
6,1.173,PurplePickedUpBall,1,2,3,3,0.0
7,1.748,BlueThrewBall,0,2,3,3,0.0
8,2.176,PurpleDash,0,2,3,3,0.0
9,2.177,PurplePickedUpBall,0,3,3,3,0.0
10,2.341,PurpleThrewBall,0,2,3,3,0.0
11,2.939,PurpleThrewBall,0,1,3,3,0.0
12,3.346,PurpleDash,0,1,3,3,0.0
13,3.429,PurpleThrewBall,0,0,3,3,0.0
14,3.506,HitBlue,0,0,2,3,0.0
15,3.511,BluePickedUpBall,1,0,2,3,0.0
16,4.285,PurplePickedUpBall,1,1,2,3,0.0
17,4.538,PurpleDash,1,1,2,3,0.0
18,4.8,PurpleThrewBall,1,0,2,3,0.0
19,5.646,PurplePickedUpBall,1,1,2,3,0.0
20,5.818,PurpleDash,1,1,2,3,0.0
21,7.162,PurpleDash,1,1,2,3,0.0
22,7.661,PurpleThrewBall,1,0,2,3,0.0
23,8.35,PurpleDash,1,0,2,3,0.0
24,9.417,PurpleDash,1,0,2,3,0.0
25,9.569,PurplePickedUpBall,1,1,2,3,0.0
26,9.816,PurpleThrewBall,1,0,2,3,0.0
27,9.909,HitBlue,1,0,1,3,0.0
28,9.91,BluePickedUpBall,2,0,1,3,0.0
29,10.572,PurpleDash,2,0,1,3,0.0
30,11.629,PurpleDash,2,0,1,3,0.0
31,12.744,PurpleDash,2,0,1,3,0.0
32,13.703,PurplePickedUpBall,2,1,1,3,0.0
33,13.709,PurpleThrewBall,2,0,1,3,0.0
34,13.885,PurpleDash,2,0,1,3,0.0
35,14.156,PurplePickedUpBall,2,1,1,3,0.0
36,14.893,PurpleDash,2,1,1,3,0.0
37,14.895,PurplePickedUpBall,2,2,1,3,0.0
38,15.326,BluePickedUpBall,3,2,1,3,0.0
39,15.993,PurplePickedUpBall,3,3,1,3,0.0
40,16.074,PurpleDash,3,3,1,3,0.0
41,16.241,PurpleThrewBall,3,2,1,3,0.0
42,16.244,BluePickedUpBall,4,2,1,3,0.0
43,17.092,PurpleDash,4,2,1,3,0.0
44,18.465,PurpleDash,4,2,1,3,0.0
45,19.484,PurpleThrewBall,4,1,1,3,0.0
46,19.642,PurpleDash,4,1,1,3,0.0
47,19.73,BlueThrewBall,3,1,1,3,0.0
48,20.64,PurpleThrewBall,3,0,1,3,0.0
49,20.815,PurpleDash,3,0,1,3,0.0
50,22.067,BlueThrewBall,2,0,1,3,0.0
51,22.154,HitPurple,2,0,1,2,0.0
52,22.156,PurplePickedUpBall,2,1,1,2,0.0
53,22.159,PurplePickedUpBall,2,2,1,2,0.0
54,22.255,PurpleThrewBall,2,1,1,2,0.0
55,22.264,PurpleDash,2,1,1,2,0.0
56,22.267,HitBlue,2,1,0,2,0.0
57,22.273,GameEnd,0,1,0,2,0.0
58,23.361,PurpleDash,0,1,0,2,0.0
59,23.551,PurplePickedUpBall,0,2,0,2,0.0
60,23.75,PurplePickedUpBall,0,3,0,2,0.0
61,24.265,WinScreenStart,0,3,0,2,0.0
62,24.514,PurpleDash,0,3,0,2,0.0
63,24.517,PurplePickedUpBall,0,4,0,2,0.0
64,25.309,ResetScene,0,0,3,3,0.0
65,29.652,PurpleDash,0,0,3,3,0.0
66,30.77,PurpleDash,0,0,3,3,0.0
67,31.798,PurpleDash,0,0,3,3,0.0
68,32.897,PurpleDash,0,0,3,3,0.0
69,33.543,PurplePickedUpBall,0,1,3,3,0.0
70,34.071,PurpleDash,0,1,3,3,0.0
71,34.079,PurplePickedUpBall,0,2,3,3,0.0
72,34.245,PurpleThrewBall,0,1,3,3,0.0
73,34.338,HitBlue,0,1,2,3,0.0
74,34.34,BluePickedUpBall,1,1,2,3,0.0
75,34.933,BlueThrewBall,0,1,2,3,0.0
76,35.013,PurpleThrewBall,0,0,2,3,0.0
77,35.017,HitPurple,0,0,2,2,0.0
78,35.023,PurplePickedUpBall,0,1,2,2,0.0
79,35.108,PurpleDash,0,1,2,2,0.0
