Timestamp,EventType,BlueBallsLeft,PurpleBallsLeft,BlueLives,PurpleLives,Corner
21:57:07.104,Init,0,3,3,0
21:57:07.104,ResetScene,0,0,3,3,0
21:57:11.725,S,0,0,3,3,0
21:57:12.958,BluePickedUpBall,1,0,3,3,0
21:57:13.249,BluePickedUpBall,2,0,3,3,0
21:57:14.089,BluePickedUpBall,3,0,3,3,0
21:57:14.777,PurplePickedUpBall,3,1,3,3,0
21:57:14.868,PurplePickedUpBall,3,2,3,3,0
21:57:15.696,BluePickedUpBall,4,2,3,3,0
21:57:16.690,PurplePickedUpBall,4,3,3,3,0
21:57:16.888,PurpleThrewBall,4,2,3,3,0
21:57:16.899,HitBlue,4,2,2,3,0
21:57:16.902,BlueThrewBall,3,2,2,3,0
21:57:17.499,PurpleThrewBall,3,1,2,3,0
21:57:17.619,HitBlue,3,1,1,3,0
21:57:18.186,BlueThrewBall,2,1,1,3,0
21:57:18.386,PurpleThrewBall,2,0,1,3,0
21:57:18.481,HitBlue,2,0,0,3,0
21:57:18.487,GameEnd,0,0,0,3,0
21:57:19.278,PurplePickedUpBall,0,1,0,3,0
21:57:19.393,PurpleThrewBall,0,0,0,3,0
21:57:20.651,WinScreenStart,0,0,0,3,0
21:57:21.679,ResetScene,0,0,3,3,0
21:57:27.403,BluePickedUpBall,1,0,3,3,0
21:57:27.502,BluePickedUpBall,2,0,3,3,0
21:57:27.926,BluePickedUpBall,3,0,3,3,0
21:57:28.021,PurplePickedUpBall,3,1,3,3,0
21:57:28.406,PurplePickedUpBall,3,2,3,3,0
21:57:29.146,BluePickedUpBall,4,2,3,3,0
21:57:30.616,PurpleThrewBall,4,1,3,3,0
21:57:30.982,BlueThrewBall,3,1,3,3,0
21:57:31.316,BlueThrewBall,2,1,3,3,0
21:57:31.526,PurplePickedUpBall,2,2,3,3,0
21:57:31.770,PurpleThrewBall,2,1,3,3,0
21:57:31.778,HitBlue,2,1,2,3,0
21:57:31.780,BlueThrewBall,1,1,2,3,0
21:57:39.187,PurpleThrewBall,1,0,2,3,0
21:57:39.482,PurplePickedUpBall,1,1,2,3,0
21:57:39.787,PurplePickedUpBall,1,2,2,3,0
21:57:40.332,BlueThrewBall,0,2,2,3,0
21:57:40.441,PurpleThrewBall,0,1,2,3,0
21:57:43.313,PurpleThrewBall,0,0,2,3,0
21:57:43.317,HitBlue,0,0,1,3,0
21:57:45.575,BluePickedUpBall,1,0,1,3,0
21:57:45.877,PurplePickedUpBall,1,1,1,3,0
21:57:52.047,PurpleThrewBall,1,0,1,3,0
21:57:52.137,HitBlue,1,0,0,3,0
21:57:52.141,GameEnd,0,0,0,3,0
21:57:52.843,PurplePickedUpBall,0,1,0,3,0
21:57:54.249,WinScreenStart,0,1,0,3,0
21:57:55.311,ResetScene,0,0,3,3,0
21:58:00.566,PurplePickedUpBall,0,1,3,3,0
21:58:00.765,BluePickedUpBall,1,1,3,3,0
21:58:02.610,PurpleThrewBall,1,0,3,3,0
21:58:02.924,BlueThrewBall,0,0,3,3,0
21:58:04.755,BluePickedUpBall,1,0,3,3,0
21:58:05.461,PurplePickedUpBall,1,1,3,3,0
21:58:06.133,PurplePickedUpBall,1,2,3,3,0
21:58:06.331,BluePickedUpBall,2,2,3,3,0
21:58:07.011,BlueThrewBall,1,2,3,3,0
21:58:08.303,PurplePickedUpBall,1,3,3,3,0
21:58:09.241,PurplePickedUpBall,1,4,3,3,0
21:58:09.640,BluePickedUpBall,2,4,3,3,0
21:58:10.375,BlueThrewBall,1,4,3,3,0
21:58:10.861,PurpleThrewBall,1,3,3,3,0
21:58:11.372,BlueThrewBall,0,3,3,3,0
21:58:12.406,PurpleThrewBall,0,2,3,3,0
21:58:12.512,HitBlue,0,2,2,3,0
21:58:12.722,PurpleThrewBall,0,1,2,3,0
21:58:13.518,PurpleThrewBall,0,0,2,3,0
21:58:13.618,HitBlue,0,0,1,3,0
21:58:17.500,BluePickedUpBall,1,0,1,3,0
21:58:18.166,BlueThrewBall,0,0,1,3,0
21:58:19.322,BluePickedUpBall,1,0,1,3,0
21:58:22.536,BluePickedUpBall,2,0,1,3,0
21:58:23.691,PurplePickedUpBall,2,1,1,3,0
21:58:26.129,BluePickedUpBall,3,1,1,3,0
21:58:27.471,PurplePickedUpBall,3,2,1,3,0
21:58:30.621,PurpleThrewBall,3,1,1,3,0
21:58:30.837,HitBlue,3,1,0,3,0
21:58:30.841,GameEnd,0,1,0,3,0
21:58:31.554,PurplePickedUpBall,0,2,0,3,0
21:58:32.856,WinScreenStart,0,2,0,3,0
21:58:33.867,ResetScene,0,0,3,3,0
21:58:39.271,PurplePickedUpBall,0,1,3,3,0
