Time: 13:56:15.985, Winner: Purple, Blue lives left: 0, Purple lives left: 2
Time: 13:56:48.188, Winner: Purple, Blue lives left: 0, Purple lives left: 1
Time: 13:57:02.976, Winner: Purple, Blue lives left: 0, Purple lives left: 1
Time: 13:57:39.622, Winner: Purple, Blue lives left: 0, Purple lives left: 1
Time: 13:57:50.315, Winner: Purple, Blue lives left: 0, Purple lives left: 2
Time: 13:58:10.396, Winner: Blue, Blue lives left: 2, Purple lives left: 0
Time: 13:58:27.445, Winner: Purple, Blue lives left: 0, Purple lives left: 2
Time: 13:58:39.448, Winner: Purple, Blue lives left: 0, Purple lives left: 3
Time: 13:58:55.222, Winner: Purple, Blue lives left: 0, Purple lives left: 3
Time: 13:59:08.380, Winner: Blue, Blue lives left: 1, Purple lives left: 0
Time: 13:59:28.711, Winner: Purple, Blue lives left: 0, Purple lives left: 2
Time: 13:59:52.364, Winner: Blue, Blue lives left: 3, Purple lives left: 0
Time: 14:00:08.587, Winner: Blue, Blue lives left: 1, Purple lives left: 0
Time: 14:00:37.020, Winner: Purple, Blue lives left: 0, Purple lives left: 2
Time: 14:00:56.731, Winner: Purple, Blue lives left: 0, Purple lives left: 2
Time: 14:01:07.854, Winner: Purple, Blue lives left: 0, Purple lives left: 1
Time: 14:01:21.267, Winner: Purple, Blue lives left: 0, Purple lives left: 3
Time: 14:01:51.050, Winner: Blue, Blue lives left: 1, Purple lives left: 0
Time: 14:02:06.034, Winner: Purple, Blue lives left: 0, Purple lives left: 2
Time: 14:02:18.250, Winner: Purple, Blue lives left: 0, Purple lives left: 1
Time: 14:02:30.433, Winner: Blue, Blue lives left: 1, Purple lives left: 0
Time: 14:02:50.895, Winner: Blue, Blue lives left: 2, Purple lives left: 0
Time: 14:03:14.283, Winner: Purple, Blue lives left: 0, Purple lives left: 2
Time: 14:03:28.898, Winner: Blue, Blue lives left: 1, Purple lives left: 0
Time: 14:04:14.382, Winner: Purple, Blue lives left: 0, Purple lives left: 3
Time: 14:04:48.986, Winner: Purple, Blue lives left: 0, Purple lives left: 1
Time: 14:05:04.820, Winner: Purple, Blue lives left: 0, Purple lives left: 3
Time: 14:05:23.510, Winner: Purple, Blue lives left: 0, Purple lives left: 3
Time: 14:05:46.290, Winner: Purple, Blue lives left: 0, Purple lives left: 3
