,elapsed_time,EventType,BlueBallsLeft,PurpleBallsLeft,BlueLives,PurpleLives,Corner
334,0.0,ResetScene,0,0,3,3,0.0
335,4.022,FinishCountDown,0,0,3,3,0.0
336,4.596,PurplePickedUpBall,0,1,3,3,0.0
337,5.049,PurplePickedUpBall,0,2,3,3,0.0
338,5.428,PurplePickedUpBall,0,3,3,3,0.0
339,5.441,BluePickedUpBall,1,3,3,3,0.0
340,5.598,BluePickedUpBall,2,3,3,3,0.0
341,6.879,BlueThrewBall,1,3,3,3,0.0
342,7.344,BlueThrewBall,0,3,3,3,0.0
343,7.495,PurplePickedUpBall,0,4,3,3,0.0
344,9.712,BluePickedUpBall,1,4,3,3,0.0
345,9.95,BlueThrewBall,0,4,3,3,0.0
346,13.278,PurpleThrewBall,0,3,3,3,0.0
347,13.835,BluePickedUpBall,1,3,3,3,0.0
348,13.85,BlueDash,1,3,3,3,0.0
349,15.311,BluePickedUpBall,2,3,3,3,0.0
350,15.376,BlueDash,2,3,3,3,0.0
351,19.552,PurplePickedUpBall,2,4,3,3,0.0
352,20.226,BlueThrewBall,1,4,3,3,0.0
353,23.8,BlueThrewBall,0,4,3,3,0.0
354,26.933,PurpleThrewBall,0,3,3,3,0.0
355,27.228,PurpleThrewBall,0,2,3,3,0.0
356,27.231,HitBlue,0,2,2,3,0.0
357,27.834,PurpleThrewBall,0,1,2,3,0.0
358,27.838,HitBlue,0,1,1,3,0.0
359,27.841,PurplePickedUpBall,0,2,1,3,0.0
360,28.053,BluePickedUpBall,1,2,1,3,0.0
361,28.141,BlueThrewBall,0,2,1,3,0.0
362,29.819,PurpleThrewBall,0,1,1,3,0.0
363,29.898,HitBlue,0,1,0,3,0.0
364,29.902,GameEnd,0,1,0,3,0.0
365,31.587,PurplePickedUpBall,0,2,0,3,0.0
366,31.896,WinScreenStart,0,2,0,3,0.0
