User,Win ratio FSM (agent),Win ratio RL (agent),Win ratio FSM (user),Win ratio RL (user),Hit ratio FSM (agent),Hit ratio RL (agent),Hit ratio FSM (user),Hit ratio RL (user),Precision FSM (agent),Precision RL (agent),Precision FSM (user),Precision RL (user),Pick-up time FSM (agent),Pick-up time RL (agent),Pick-up time FSM (user),Pick-up time RL (user),Throw time FSM (agent),Throw time RL (agent),Throw time FSM (user),Throw time RL (user),Ball hold FSM (agent),Ball hold RL (agent),Ball hold FSM (user),Ball hold RL (user),Throw distance FSM (agent),Throw distance RL (agent),Throw distance FSM (user),Throw distance RL (user),Throw angle FSM (agent),Throw angle RL (agent),Throw angle FSM (user),Throw angle RL (user),Rotation change FSM (agent),Rotation change RL (agent),Rotation change FSM (user),Rotation change RL (user),Opponent observation FSM (agent),Opponent observation RL (agent),Opponent observation FSM (user),Opponent observation RL (user),Approach FSM (agent),Approach RL (agent),Approach FSM (user),Approach RL (user),Retreat FSM (agent),Retreat RL (agent),Retreat FSM (user),Retreat RL (user),Aggressive movements FSM (agent),Aggressive movements RL (agent),Aggressive movements FSM (user),Aggressive movements RL (user),Defensive movements FSM (agent),Defensive movements RL (agent),Defensive movements FSM (user),Defensive movements RL (user),Hiding FSM (agent),Hiding RL (agent),Hiding FSM (user),Hiding RL (user),Court half favor FSM (agent),Court half favor RL (agent),Court half favor FSM (user),Court half favor RL (user),Middle court favor FSM (agent),Middle court favor RL (agent),Middle court favor FSM (user),Middle court favor RL (user),Agent distance FSM,Agent distance RL,Game duration FSM,Game duration RL,Number of games FSM,Number of games RL
25,93.103,76.667,6.897,23.333,79.412,65.546,20.588,34.454,54.73,27.66,17.213,26.974,3.618,2.537,5.624,3.95,8.11,1.502,3.844,5.855,1.926,0.551,0.431,0.992,11.56,14.161,9.909,8.549,5.965,53.438,77.089,89.503,33.643,51.204,28.864,28.446,15.522,14.937,8.733,6.479,43.059,44.439,45.088,46.418,32.069,47.407,37.028,35.515,63.744,37.81,35.218,44.252,9.897,41.898,13.253,29.79,7.093,8.401,5.983,8.039,46.691,61.469,70.112,65.959,73.213,42.308,37.853,31.519,16.916,15.884,26.86,25.224,29,30
26,92.857,95.652,7.143,4.348,74.312,83.951,25.688,16.049,46.286,21.935,19.718,8.904,3.779,2.537,5.147,5.295,6.122,1.833,5.449,5.453,1.546,0.801,0.772,0.749,10.827,17.945,10.113,11.105,5.806,57.962,72.327,68.4,35.28,58.445,28.168,25.281,18.112,13.815,9.682,8.316,48.72,52.109,40.607,36.747,32.121,45.128,44.0,42.807,69.62,46.412,40.913,33.088,14.622,32.731,34.461,34.926,6.598,6.861,6.804,5.996,54.486,52.947,55.607,54.209,72.71,44.787,35.664,31.986,16.633,18.997,30.464,36.221,28,23
27,90.323,56.25,9.677,43.75,73.95,53.788,26.05,46.212,50.286,24.739,23.308,34.857,3.352,2.592,4.86,3.842,5.819,1.517,3.954,4.433,1.551,0.447,0.545,0.831,10.842,13.207,8.516,7.706,6.449,48.918,81.651,87.038,31.624,49.611,22.091,20.272,16.302,20.013,8.816,9.93,43.183,42.982,43.749,46.522,33.754,44.085,38.082,36.276,71.248,35.518,49.61,50.285,14.959,40.844,21.385,25.142,8.769,7.407,10.126,3.982,54.026,65.528,60.569,50.83,69.621,42.8,32.595,46.57,16.711,15.54,25.635,25.109,31,32
28,83.333,80.769,16.667,19.231,74.312,66.055,25.688,33.945,47.647,22.571,16.279,24.832,3.457,2.313,4.016,4.547,7.296,1.8,2.97,4.875,1.833,0.776,0.499,0.693,11.606,15.274,12.254,11.589,5.544,57.435,71.372,70.992,37.348,56.928,39.619,32.66,16.279,14.498,7.062,8.565,48.999,50.995,37.031,42.555,31.932,41.952,46.065,37.464,70.33,45.716,32.781,32.224,11.237,28.161,16.667,21.023,8.466,6.23,8.899,5.311,49.606,54.201,58.745,52.833,71.628,46.689,26.958,31.005,16.686,17.216,26.707,31.161,30,26
