User,Win ratio FSM (agent),Win ratio RL (agent),Win ratio FSM (user),Win ratio RL (user),Hit ratio FSM (agent),Hit ratio RL (agent),Hit ratio FSM (user),Hit ratio RL (user),Precision FSM (agent),Precision RL (agent),Precision FSM (user),Precision RL (user),Pick-up time FSM (agent),Pick-up time RL (agent),Pick-up time FSM (user),Pick-up time RL (user),Throw time FSM (agent),Throw time RL (agent),Throw time FSM (user),Throw time RL (user),Ball hold FSM (agent),Ball hold RL (agent),Ball hold FSM (user),Ball hold RL (user),Throw distance FSM (agent),Throw distance RL (agent),Throw distance FSM (user),Throw distance RL (user),Throw angle FSM (agent),Throw angle RL (agent),Throw angle FSM (user),Throw angle RL (user),Rotation change FSM (agent),Rotation change RL (agent),Rotation change FSM (user),Rotation change RL (user),Opponent observation FSM (agent),Opponent observation RL (agent),Opponent observation FSM (user),Opponent observation RL (user),Approach FSM (agent),Approach RL (agent),Approach FSM (user),Approach RL (user),Retreat FSM (agent),Retreat RL (agent),Retreat FSM (user),Retreat RL (user),Aggressive movements FSM (agent),Aggressive movements RL (agent),Aggressive movements FSM (user),Aggressive movements RL (user),Defensive movements FSM (agent),Defensive movements RL (agent),Defensive movements FSM (user),Defensive movements RL (user),Hiding FSM (agent),Hiding RL (agent),Hiding FSM (user),Hiding RL (user),Court half favor FSM (agent),Court half favor RL (agent),Court half favor FSM (user),Court half favor RL (user),Middle court favor FSM (agent),Middle court favor RL (agent),Middle court favor FSM (user),Middle court favor RL (user),Agent distance FSM,Agent distance RL,Game duration FSM,Game duration RL,Number of games FSM,Number of games RL
21,96.667,78.125,3.333,21.875,78.761,69.919,21.239,30.081,58.94,30.389,24.49,40.659,3.554,2.336,5.932,5.794,7.575,1.607,8.107,8.005,1.855,0.705,0.604,0.637,10.16,13.784,8.918,9.223,7.118,49.41,65.461,83.465,29.49,48.977,22.702,23.337,14.257,19.132,8.975,8.2,41.38,45.814,42.355,42.89,32.282,48.624,37.565,32.015,70.219,41.128,55.302,44.687,11.39,35.448,15.082,15.789,6.21,7.999,7.403,3.584,56.168,51.29,53.99,55.782,77.535,47.573,40.453,43.549,15.339,15.228,24.301,22.488,30,32
22,83.333,90.0,16.667,10.0,70.504,75.862,29.496,24.138,62.821,29.139,28.873,26.168,3.28,2.497,3.964,5.672,5.146,1.808,3.356,6.613,1.394,0.618,0.576,0.687,10.834,14.368,9.48,10.471,7.505,52.737,56.594,72.886,31.171,51.416,26.387,25.512,18.905,16.99,8.257,8.632,41.494,49.558,41.954,39.279,33.898,44.132,34.271,37.977,65.605,50.069,56.825,24.595,12.876,24.178,14.763,24.434,6.382,7.175,4.679,6.747,50.134,59.674,60.687,59.401,75.029,50.642,49.158,36.72,16.989,16.559,20.747,25.767,36,30
23,100.0,86.207,0.0,13.793,90.244,72.477,9.756,27.523,66.867,24.765,12.766,20.69,3.318,2.356,6.433,4.883,5.913,1.566,4.553,4.686,1.585,0.645,0.348,0.657,10.442,15.749,9.646,11.19,5.783,52.801,71.029,81.848,28.643,53.286,18.628,17.312,16.158,15.519,11.667,9.345,41.259,45.965,34.533,42.194,30.061,47.823,42.001,35.724,66.973,48.722,38.047,46.094,13.733,33.283,27.205,20.92,9.291,6.221,8.746,7.487,44.678,49.635,72.269,58.961,77.548,46.113,34.457,39.514,15.978,17.897,20.109,28.51,37,29
24,96.296,55.0,3.704,45.0,76.923,49.412,23.077,50.588,39.604,12.923,12.973,19.196,3.453,2.878,4.369,4.083,7.071,1.719,2.831,5.0,1.813,0.561,0.446,0.974,11.849,18.886,13.954,12.907,6.197,62.489,62.45,69.264,34.788,59.781,28.156,28.919,19.355,15.219,7.202,6.544,48.83,50.354,36.893,43.327,30.514,43.154,46.399,46.357,69.461,45.855,34.366,37.105,13.453,31.241,35.465,23.202,9.063,7.968,5.566,4.713,54.875,57.985,53.736,49.094,71.772,40.919,30.595,42.282,17.413,19.413,31.646,47.963,27,20
